iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
1,0.00445867783538,75415,75415,0.680002524706,0.514799724591,0.0483362901927,2.3593489765e-09,3.65855516116e-11,1187,1,0,130974.791833,16.7294583321,53401,0,0,0.39362541211,0.999710100598,0,0.1,0,0,172854.407648,1,1,0,44382,103507.063156,539.252166171,167.190165725,131.890414292
2,0.00379017478141,75415,75415,0.680002524706,-0.0302106516796,0.0483362901927,6.50032680643e-10,1.92909710513e-11,2421,1,0,34970.1078749,17.6050000191,50136,0,0,0.393432677632,0.999882240204,0,0.1,0,0,118981.562227,1,1,0,41425,92561.4341368,549.477292225,154.709916562,35.8687176662
