tag,rung,iter,compliance,change,beta,move,osc_fraction,plateau
adapt,0,1,15.809103,0.1998,0,0.2,-1,0
adapt,0,2,11.191759,0.1998,0,0.2,-1,0
adapt,0,3,8.1137755,0.1998,0,0.2,0.17261,0
adapt,0,4,7.0506213,0.1998,0,0.2,0.271602,0
adapt,0,5,6.5865161,0.1998,0,0.24,0.0842508,0
adapt,0,6,6.4111727,0.1998,0,0.288,0.0896722,0
adapt,0,7,6.3228348,0.193849,0,0.3456,0.101695,0
adapt,0,8,6.2782233,0.1998,0,0.41472,0.118832,0
adapt,0,9,6.2539254,0.179435,0,0.497664,0.0887546,0
adapt,0,10,6.2291084,0.18263,0,0.5,0.0668281,0
adapt,0,11,6.2019609,0.1998,0,0.5,0.0651616,0
adapt,0,12,6.1699197,0.1998,0,0.5,0.0536692,0
adapt,0,13,6.134444,0.1998,0,0.5,0.0528818,0
adapt,0,14,6.0997213,0.1998,0,0.5,0.0466798,0
adapt,0,15,6.065938,0.1998,0,0.5,0.0658683,0
adapt,0,16,6.033445,0.1998,0,0.5,0.0865724,0
adapt,0,17,6.0035387,0.1998,0,0.5,0.0719656,0
adapt,0,18,5.9790785,0.1998,0,0.5,0.0233196,0
adapt,0,19,5.9605027,0.1998,0,0.5,0.104015,0
adapt,0,20,5.9473663,0.1998,0,0.5,0.0724299,0
adapt,0,21,5.9393126,0.1998,0,0.5,0.0571429,0
adapt,0,22,5.9331553,0.1998,0,0.5,0.0342205,0
adapt,0,23,5.9280714,0.1998,0,0.5,0.0358744,0
adapt,0,24,5.9231698,0.1998,0,0.5,0.0201005,0
adapt,0,25,5.9187917,0.1998,0,0.5,0.0359281,0
adapt,0,26,5.915163,0.1998,0,0.5,0.0277778,0
adapt,0,27,5.9123671,0.1998,0,0.5,0.0866142,0
adapt,0,28,5.9102109,0.1998,0,0.5,0.0708661,0
adapt,0,29,5.9087816,0.1998,0,0.5,0.0560748,0
adapt,0,30,5.90737,0.1998,0,0.5,0.0185185,0
adapt,0,31,5.9058707,0.1998,0,0.5,0.0384615,0
adapt,0,32,5.9044519,0.1998,0,0.5,0.0210526,0
adapt,0,33,5.9028507,0.1998,0,0.5,0.0568182,0
adapt,0,34,5.9015161,0.1998,0,0.5,0.0235294,0
adapt,0,35,5.9004141,0.1998,0,0.5,0.0519481,0
adapt,0,36,5.8996375,0.1998,0,0.5,0.0694444,0
adapt,0,37,5.8989183,0.1998,0,0.5,0.0746269,0
adapt,0,38,5.898178,0.1998,0,0.5,0,0
adapt,0,39,5.8973764,0.1998,0,0.5,0.0821918,0
adapt,0,40,5.8964571,0.1998,0,0.5,0.12,0
adapt,0,41,5.8953981,0.1998,0,0.5,0.0810811,0
adapt,0,42,5.8941981,0.1998,0,0.5,0.0277778,0
adapt,0,43,5.8929969,0.1998,0,0.5,0.0147059,0
adapt,0,44,5.8917706,0.1998,0,0.5,0,0
adapt,0,45,5.8906842,0.1998,0,0.5,0.0294118,0
adapt,0,46,5.8900025,0.1998,0,0.5,0.111111,0
adapt,0,47,5.8893691,0.1998,0,0.5,0.0655738,0
adapt,0,48,5.8887666,0.1998,0,0.5,0.0185185,0
adapt,0,49,5.8881197,0.1998,0,0.5,0.0166667,0
adapt,0,50,5.887486,0.1998,0,0.5,0.0350877,0
adapt,0,51,5.8868364,0.1998,0,0.5,0.0169492,0
