tag,rung,iter,compliance,change,beta,move,osc_fraction,plateau
adapt,0,77,7.9185443,0.12142,1,0.5,0.0240964,0
adapt,0,78,7.9171899,0.153494,1,0.5,0.0375,0
adapt,0,79,7.9155961,0.213498,1,0.5,0.0138889,0
adapt,0,80,7.9138601,0.23344,1,0.5,0.078125,0
adapt,0,81,7.9120284,0.239268,1,0.5,0.0535714,0
adapt,0,82,7.9108163,0.196672,1,0.5,0.12,0
adapt,0,83,7.9101171,0.233673,1,0.5,0.025641,0
adapt,0,84,7.9094573,0.193518,1,0.5,0.0277778,0
adapt,0,85,7.9090197,0.171119,1,0.5,0.129032,0
adapt,0,86,7.9087897,0.119541,1,0.5,0.0740741,0
adapt,0,87,7.9086618,0.127513,1,0.5,0.125,0
adapt,0,88,7.9085716,0.152736,1,0.5,0,0
adapt,0,89,7.9084692,0.177353,1,0.5,0.047619,1
adapt,0,90,7.7907057,0.058304,2,0.2,-1,0
adapt,0,91,7.8009866,0.0318356,2,0.2,-1,0
adapt,0,92,7.7998473,0.0308593,2,0.14,0.724868,0
adapt,0,93,7.7995741,0.0322281,2,0.14,0.163265,0
adapt,0,94,7.79941,0.0354807,2,0.168,0.115385,0
adapt,0,95,7.7992864,0.0386218,2,0.2016,0.101695,0
adapt,0,96,7.7991844,0.0434136,2,0.24192,0.115385,0
adapt,0,97,7.7990926,0.0494936,2,0.290304,0.0227273,0
adapt,0,98,7.7990003,0.0566516,2,0.348365,0.0731707,0
adapt,0,99,7.7989074,0.0650369,2,0.418038,0.0277778,0
adapt,0,100,7.7988126,0.0770965,2,0.5,0,1
adapt,0,101,7.5600669,0.0969375,4,0.2,-1,0
adapt,0,102,7.5725782,0.050652,4,0.2,-1,0
adapt,0,103,7.5702241,0.0564554,4,0.14,0.790179,0
adapt,0,104,7.5695793,0.066415,4,0.168,0.0930233,0
adapt,0,105,7.5690966,0.0791653,4,0.2016,0.14433,0
adapt,0,106,7.5686727,0.0880669,4,0.24192,0.0609756,0
adapt,0,107,7.5682567,0.0842641,4,0.290304,0.0405405,0
adapt,0,108,7.5679118,0.117553,4,0.348365,0,0
adapt,0,109,7.5675549,0.160541,4,0.418038,0,0
adapt,0,110,7.5671647,0.0919509,4,0.5,0,0
adapt,0,111,7.5669098,0.132925,4,0.5,0.0192308,1
adapt,0,112,7.3996615,0.132404,8,0.2,-1,0
adapt,0,113,7.396154,0.0998105,8,0.2,-1,0
adapt,0,114,7.3953105,0.0965391,8,0.14,0.522059,0
adapt,0,115,7.3948922,0.0955813,8,0.14,0.198113,0
adapt,0,116,7.3945759,0.13986,8,0.14,0.151042,0
adapt,0,117,7.3940837,0.097902,8,0.098,0.344444,0
adapt,0,118,7.3936759,0.117482,8,0.1176,0.133333,0
adapt,0,119,7.3932666,0.140979,8,0.14112,0.0693642,0
adapt,0,120,7.3928369,0.169175,8,0.169344,0.103659,0
adapt,0,121,7.3922822,0.20301,8,0.203213,0.0382166,0
adapt,0,122,7.3919455,0.204316,8,0.243855,0.0596026,0
adapt,0,123,7.3916998,0.086604,8,0.170699,0.697842,1
adapt,0,124,7.3671795,0.0999,16,0.1,-1,0
adapt,0,125,7.3660076,0.0999,16,0.1,-1,0
adapt,0,126,7.3627995,0.06993,16,0.07,0.893836,0
adapt,0,127,7.360491,0.048951,16,0.049,0.521395,0
adapt,0,128,7.3607677,0.0342657,16,0.0343,0.539413,0
adapt,0,129,7.3605469,0.023986,16,0.02401,0.3878,0
adapt,0,130,7.3603117,0.023986,16,0.02401,0.191388,0
adapt,0,131,7.3601335,0.023986,16,0.02401,0.151042,0
adapt,0,132,7.3599999,0.0287832,16,0.028812,0.109244,0
adapt,0,133,7.3598656,0.0345398,16,0.0345744,0.136364,0
adapt,0,134,7.3596857,0.0414478,16,0.0414893,0.141243,0
adapt,0,135,7.3595024,0.0497373,16,0.0497871,0.147493,1
adapt,0,136,7.3586788,0.04995,32,0.05,-1,1
adapt,0,137,7.3586762,0.04995,32,0.05,-1,1
adapt,0,138,7.3583508,0.034965,32,0.035,0.348517,1
adapt,0,139,7.3570737,0.0244755,32,0.0245,0.924499,1
adapt,0,140,7.3578424,0.0293706,32,0.0294,0.0148976,1
adapt,0,141,7.3576553,0.0352447,32,0.03528,0.127814,1
adapt,0,142,7.3579194,0.0422937,32,0.042336,0.126772,1
adapt,0,143,7.3582847,0.0422937,32,0.042336,0.24434,1
adapt,0,144,7.3581492,0.0296056,32,0.0296352,0.33729,1
adapt,0,145,7.3574517,0.0207239,32,0.0207446,0.3524,1
adapt,0,146,7.3571935,0.0207239,32,0.0207446,0.283951,1
adapt,1,1,46.296597,0.1998,0,0.2,-1,0
adapt,1,2,31.507766,0.1998,0,0.2,-1,0
adapt,1,3,21.473241,0.1998,0,0.2,0.252701,0
adapt,1,4,16.162401,0.1998,0,0.24,0.141204,0
adapt,1,5,14.045263,0.1998,0,0.288,0.108844,0
adapt,1,6,13.127387,0.190766,0,0.288,0.172271,0
adapt,1,7,12.597024,0.18039,0,0.288,0.150771,0
adapt,1,8,12.357848,0.169834,0,0.3456,0.106703,0
adapt,1,9,12.162965,0.178425,0,0.41472,0.0738061,0
adapt,1,10,11.920807,0.1998,0,0.497664,0.0641509,0
adapt,1,11,11.608175,0.1998,0,0.5,0.0668258,0
adapt,1,12,11.263912,0.1998,0,0.5,0.101083,0
adapt,1,13,10.977842,0.1998,0,0.5,0.0668081,0
adapt,1,14,10.746467,0.1998,0,0.5,0.075495,0
adapt,1,15,10.579229,0.1998,0,0.5,0.0430267,0
adapt,1,16,10.449922,0.1998,0,0.5,0.0510949,0
adapt,1,17,10.358633,0.1998,0,0.5,0.0458716,0
adapt,1,18,10.292368,0.1998,0,0.5,0.0464481,0
adapt,1,19,10.2467,0.1998,0,0.5,0.0618893,0
adapt,1,20,10.21857,0.1998,0,0.5,0.0381356,0
adapt,1,21,10.200509,0.1998,0,0.5,0.0582011,0
adapt,1,22,10.187108,0.1998,0,0.5,0.0268456,0
adapt,1,23,10.177403,0.1998,0,0.5,0.0514706,0
adapt,1,24,10.171277,0.1998,0,0.5,0.034188,0
adapt,1,25,10.16731,0.1998,0,0.5,0.0980392,0
adapt,1,26,10.164082,0.15926,0,0.5,0.0434783,0
adapt,1,27,10.161176,0.1998,0,0.5,0.0120482,0
adapt,1,28,10.158785,0.1998,0,0.5,0.0253165,0
adapt,1,29,10.156287,0.1998,0,0.5,0.0277778,0
adapt,1,30,10.153599,0.1998,0,0.5,0.03125,0
adapt,1,31,10.151092,0.1998,0,0.5,0.0689655,0
adapt,1,32,10.148979,0.1998,0,0.5,0.145455,0
adapt,1,33,10.146871,0.1998,0,0.5,0.0377358,0
adapt,1,34,10.145143,0.1998,0,0.5,0.0192308,0
adapt,1,35,10.143515,0.1998,0,0.5,0.0588235,0
adapt,1,36,10.142216,0.174727,0,0.5,0.06,0
adapt,1,37,10.140938,0.1998,0,0.5,0,0
adapt,1,38,10.139462,0.1998,0,0.5,0,0
adapt,1,39,10.137982,0.1998,0,0.5,0.0454545,0
adapt,1,40,10.136597,0.1998,0,0.5,0,0
adapt,1,41,10.135194,0.1998,0,0.5,0,0
adapt,1,42,10.134099,0.1998,0,0.5,0.0285714,0
adapt,1,43,10.133068,0.166767,0,0.5,0.0277778,0
adapt,1,44,10.132088,0.1998,0,0.5,0.0526316,0
adapt,1,45,10.131203,0.1998,0,0.5,0,0
adapt,1,46,10.13017,0.1998,0,0.5,0.0833333,0
adapt,1,47,10.129031,0.193017,0,0.5,0.0606061,0
adapt,1,48,10.127876,0.1998,0,0.5,0.03125,0
adapt,1,49,10.126801,0.1998,0,0.5,0,0
adapt,1,50,10.125537,0.1998,0,0.5,0.0277778,0
adapt,1,51,10.124398,0.1998,0,0.5,0.142857,0
adapt,1,52,10.12313,0.1998,0,0.5,0.0606061,0
adapt,1,53,10.121509,0.1998,0,0.5,0.0322581,0
adapt,1,54,10.119937,0.1998,0,0.5,0,0
adapt,1,55,10.118403,0.1998,0,0.5,0.0344828,0
adapt,1,56,10.117043,0.1998,0,0.5,0.0322581,0
adapt,1,57,10.116183,0.174374,0,0.5,0,0
adapt,1,58,10.115579,0.1998,0,0.5,0.0606061,0
adapt,1,59,10.114961,0.1998,0,0.5,0.0625,0
adapt,1,60,10.114184,0.1998,0,0.5,0.0645161,0
adapt,1,61,10.113542,0.1998,0,0.5,0.125,0
adapt,1,62,10.112768,0.149923,0,0.5,0.09375,0
adapt,1,63,10.111984,0.190014,0,0.5,0.0909091,1
adapt,1,64,12.496985,0.1998,1,0.2,-1,0
adapt,1,65,11.329196,0.132057,1,0.2,-1,0
adapt,1,66,10.602813,0.123533,1,0.24,0.0717213,0
adapt,1,67,10.293614,0.133896,1,0.288,0.0413064,0
adapt,1,68,10.162657,0.1492,1,0.3456,0.0351105,0
adapt,1,69,10.094518,0.138631,1,0.41472,0.0232975,0
adapt,1,70,10.055561,0.120743,1,0.497664,0.0158371,0
adapt,1,71,10.031304,0.133948,1,0.5,0.02,0
adapt,1,72,10.013069,0.138743,1,0.5,0.023569,0
adapt,1,73,9.9994069,0.146376,1,0.5,0.0240964,0
adapt,1,74,9.9890251,0.126436,1,0.5,0.0232558,0
adapt,1,75,9.981625,0.134249,1,0.5,0.0271739,0
adapt,1,76,9.9749122,0.157565,1,0.5,0.0484848,0
adapt,1,77,9.9680618,0.153626,1,0.5,0.0596026,0
adapt,1,78,9.961928,0.146216,1,0.5,0.0465116,0
adapt,1,79,9.9573307,0.174286,1,0.5,0.00884956,0
adapt,1,80,9.9540108,0.207263,1,0.5,0.0116279,0
adapt,1,81,9.9510356,0.217958,1,0.5,0.0641026,0
adapt,1,82,9.9484456,0.215862,1,0.5,0.0147059,0
adapt,1,83,9.9465567,0.13409,1,0.5,0.0483871,0
adapt,1,84,9.9452861,0.159753,1,0.5,0.0909091,0
adapt,1,85,9.9443422,0.170972,1,0.5,0.0363636,0
adapt,1,86,9.9436103,0.185063,1,0.5,0.0392157,0
adapt,1,87,9.9428201,0.132862,1,0.5,0.02,0
adapt,1,88,9.9421485,0.178971,1,0.5,0.145833,0
adapt,1,89,9.9416809,0.141155,1,0.5,0.0434783,0
adapt,1,90,9.9412022,0.127312,1,0.5,0.0232558,0
adapt,1,91,9.9407825,0.125663,1,0.5,0.0454545,0
adapt,1,92,9.9403269,0.153011,1,0.5,0.0454545,1
adapt,1,93,9.6132997,0.0527467,2,0.2,-1,0
adapt,1,94,9.6433104,0.0263473,2,0.2,-1,0
adapt,1,95,9.6404217,0.0250282,2,0.14,0.671296,0
adapt,1,96,9.6398435,0.0282727,2,0.168,0.105263,0
adapt,1,97,9.6395416,0.0336293,2,0.2016,0.127451,0
adapt,1,98,9.6393026,0.0406204,2,0.24192,0.0561798,0
adapt,1,99,9.6390883,0.0500588,2,0.290304,0.120482,0
adapt,1,100,9.6388796,0.0621422,2,0.348365,0.0694444,0
adapt,1,101,9.6386519,0.0457876,2,0.418038,0.0151515,0
adapt,1,102,9.6384113,0.0431409,2,0.5,0.031746,0
adapt,1,103,9.6382011,0.0552358,2,0.5,0,1
adapt,1,104,8.9913294,0.0959015,4,0.2,-1,0
adapt,1,105,9.0361724,0.0565185,4,0.2,-1,0
adapt,1,106,9.0286134,0.0649617,4,0.14,0.747024,0
adapt,1,107,9.026946,0.0808608,4,0.168,0.13369,0
adapt,1,108,9.0258115,0.0997113,4,0.2016,0.118056,0
adapt,1,109,9.0247699,0.117139,4,0.24192,0.0819672,0
adapt,1,110,9.0237142,0.0701653,4,0.290304,0.0648148,0
adapt,1,111,9.0227617,0.0782221,4,0.348365,0.0102041,0
adapt,1,112,9.0220126,0.130127,4,0.418038,0,0
adapt,1,113,9.021071,0.134068,4,0.5,0.0125,0
adapt,1,114,9.0200288,0.148338,4,0.5,0.0266667,1
adapt,1,115,8.5650963,0.150879,8,0.2,-1,0
adapt,1,116,8.5750123,0.095295,8,0.2,-1,0
adapt,1,117,8.5721538,0.0818298,8,0.14,0.54007,0
adapt,1,118,8.570828,0.0945755,8,0.168,0.0993151,0
adapt,1,119,8.5696839,0.129448,8,0.168,0.216117,0
adapt,1,120,8.5685844,0.155364,8,0.168,0.224409,0
adapt,1,121,8.5674609,0.189469,8,0.2016,0.102881,0
adapt,1,122,8.5661469,0.112335,8,0.24192,0.0897959,0
adapt,1,123,8.565265,0.164229,8,0.290304,0.101562,0
adapt,1,124,8.5645266,0.206482,8,0.348365,0.0909091,0
adapt,1,125,8.563838,0.145387,8,0.418038,0.0887097,1
adapt,1,126,8.4839667,0.0999,16,0.1,-1,0
adapt,1,127,8.4821221,0.0999,16,0.1,-1,0
adapt,1,128,8.4811916,0.06993,16,0.07,0.675042,0
adapt,1,129,8.4808813,0.048951,16,0.049,0.728956,0
adapt,1,130,8.4807598,0.0342657,16,0.0343,0.827993,0
adapt,1,131,8.4807218,0.023986,16,0.02401,0.844248,0
adapt,1,132,8.4806983,0.01998,16,0.02,0.770909,0
adapt,1,133,8.4806849,0.01998,16,0.02,0.425331,0
adapt,1,134,8.4806744,0.01998,16,0.02,0.322519,0
adapt,1,135,8.4806663,0.01998,16,0.02,0.423892,0
adapt,1,136,8.4806598,0.023976,16,0.024,0.077821,1
adapt,1,137,8.4793462,0.04995,32,0.05,-1,1
adapt,1,138,8.4793446,0.04995,32,0.05,-1,1
adapt,1,139,8.4791508,0.05994,32,0.06,0,1
adapt,1,140,8.4734223,0.041958,32,0.042,0.964523,1
adapt,1,141,8.4786749,0.0503496,32,0.0504,0.0531437,1
adapt,1,142,8.476514,0.0352447,32,0.03528,0.522663,1
adapt,1,143,8.4763724,0.0246713,32,0.024696,0.50037,1
adapt,1,144,8.4771924,0.0296056,32,0.0296352,0.0375767,1
adapt,1,145,8.4770494,0.0207239,32,0.0207446,0.664481,1
adapt,1,146,8.4769859,0.0207239,32,0.0207446,0.232073,1
adapt,1,147,8.476981,0.0248687,32,0.0248936,0.0978916,1
adapt,2,1,118.25185,0.1998,0,0.2,-1,0
adapt,2,2,78.970981,0.1998,0,0.2,-1,0
adapt,2,3,48.919308,0.1998,0,0.14,0.368056,0
adapt,2,4,34.908596,0.1998,0,0.14,0.2657,0
adapt,2,5,28.196737,0.164561,0,0.098,0.425717,0
adapt,2,6,25.113793,0.140608,0,0.1176,0.10439,0
adapt,2,7,23.504613,0.165769,0,0.14112,0.0605078,0
adapt,2,8,22.380801,0.16361,0,0.169344,0.0435042,0
adapt,2,9,21.539193,0.161102,0,0.203213,0.104543,0
adapt,2,10,20.937087,0.162629,0,0.243855,0.148522,0
adapt,2,11,20.441841,0.176368,0,0.292626,0.0861027,0
adapt,2,12,19.909724,0.1998,0,0.351152,0.0718901,0
adapt,2,13,19.280665,0.1998,0,0.421382,0.0496516,0
adapt,2,14,18.559943,0.1998,0,0.5,0.0494665,0
adapt,2,15,17.82688,0.1998,0,0.5,0.0649215,0
adapt,2,16,17.229464,0.1998,0,0.5,0.0501193,0
adapt,2,17,16.816086,0.1998,0,0.5,0.0788321,0
adapt,2,18,16.504519,0.1998,0,0.5,0.0661896,0
adapt,2,19,16.236447,0.1998,0,0.5,0.0814196,0
adapt,2,20,15.997709,0.1998,0,0.5,0.044226,0
adapt,2,21,15.819485,0.1998,0,0.5,0.0598802,0
adapt,2,22,15.703221,0.1998,0,0.5,0.0579151,0
adapt,2,23,15.632736,0.1998,0,0.5,0.0853081,0
adapt,2,24,15.585448,0.1998,0,0.5,0.0769231,0
adapt,2,25,15.544532,0.1998,0,0.5,0.0785714,0
adapt,2,26,15.510591,0.1998,0,0.5,0.125984,0
adapt,2,27,15.484241,0.1998,0,0.5,0.0720721,0
adapt,2,28,15.463966,0.1998,0,0.5,0.0808081,0
adapt,2,29,15.44799,0.1998,0,0.5,0.0315789,0
adapt,2,30,15.433996,0.1998,0,0.5,0.0744681,0
adapt,2,31,15.421556,0.1998,0,0.5,0.0352941,0
adapt,2,32,15.407128,0.1998,0,0.5,0.0246914,0
adapt,2,33,15.388955,0.1998,0,0.5,0.0375,0
adapt,2,34,15.369706,0.1998,0,0.5,0.0731707,0
adapt,2,35,15.352181,0.1998,0,0.5,0.05,0
adapt,2,36,15.332276,0.1998,0,0.5,0.025641,0
adapt,2,37,15.312609,0.1998,0,0.5,0.0657895,0
adapt,2,38,15.292715,0.1998,0,0.5,0.0895522,0
adapt,2,39,15.275877,0.1998,0,0.5,0.0757576,0
adapt,2,40,15.260034,0.1998,0,0.5,0.0454545,0
adapt,2,41,15.243462,0.1998,0,0.5,0.0757576,0
adapt,2,42,15.229119,0.1998,0,0.5,0.078125,0
adapt,2,43,15.21782,0.1998,0,0.5,0.05,0
adapt,2,44,15.207944,0.1998,0,0.5,0.05,0
adapt,2,45,15.200626,0.1998,0,0.5,0.0508475,0
adapt,2,46,15.194624,0.1998,0,0.5,0.14,0
adapt,2,47,15.188607,0.1998,0,0.5,0.0833333,0
adapt,2,48,15.183106,0.1998,0,0.5,0.25,0
adapt,2,49,15.177784,0.1998,0,0.5,0.208333,0
adapt,2,50,15.172017,0.1998,0,0.5,0.209302,0
adapt,2,51,15.165523,0.194539,0,0.35,0.304348,0
adapt,2,52,15.16129,0.1998,0,0.42,0.0652174,0
adapt,2,53,15.158641,0.1998,0,0.5,0.0714286,0
adapt,2,54,15.156365,0.1998,0,0.5,0.097561,0
adapt,2,55,15.15319,0.1998,0,0.5,0.0952381,0
adapt,2,56,15.14895,0.1998,0,0.5,0.0232558,0
adapt,2,57,15.144305,0.1998,0,0.5,0.075,0
adapt,2,58,15.138809,0.1998,0,0.5,0.146341,0
adapt,2,59,15.135662,0.1998,0,0.5,0.15,0
adapt,2,60,15.133162,0.1998,0,0.5,0.0588235,0
adapt,2,61,15.130078,0.1998,0,0.5,0.147059,0
adapt,2,62,15.127645,0.1998,0,0.5,0.2,0
adapt,2,63,15.125883,0.129647,0,0.5,0.135135,0
adapt,2,64,15.124821,0.115684,0,0.5,0.0555556,0
adapt,2,65,15.12402,0.11695,0,0.5,0.0833333,0
adapt,2,66,15.123413,0.115409,0,0.5,0,0
adapt,2,67,15.122905,0.109163,0,0.5,0,0
adapt,2,68,15.122426,0.0773404,0,0.5,0.0555556,0
adapt,2,69,15.122035,0.077631,0,0.5,0.0555556,1
adapt,2,70,22.171908,0.1998,1,0.2,-1,0
adapt,2,71,18.78711,0.129801,1,0.2,-1,0
adapt,2,72,16.966168,0.125566,1,0.24,0.0593575,0
adapt,2,73,15.941458,0.130443,1,0.288,0.0444065,0
adapt,2,74,15.404931,0.124139,1,0.3456,0.0194175,0
adapt,2,75,15.1845,0.124428,1,0.41472,0.0331675,0
adapt,2,76,15.042191,0.119753,1,0.497664,0.0226804,0
adapt,2,77,14.93816,0.124334,1,0.5,0.0409639,0
adapt,2,78,14.870439,0.117156,1,0.5,0.0409357,0
adapt,2,79,14.829878,0.111489,1,0.5,0.0194553,0
adapt,2,80,14.802746,0.127754,1,0.5,0.0280374,0
adapt,2,81,14.784552,0.124519,1,0.5,0.0338983,0
adapt,2,82,14.77301,0.0884147,1,0.5,0.033557,0
adapt,2,83,14.766406,0.100738,1,0.5,0.0923077,0
adapt,2,84,14.761404,0.0868324,1,0.5,0.0517241,0
adapt,2,85,14.757463,0.0870882,1,0.5,0.0194175,0
adapt,2,86,14.754027,0.112914,1,0.5,0.0309278,0
adapt,2,87,14.75068,0.114182,1,0.5,0.0222222,0
adapt,2,88,14.747667,0.0994106,1,0.5,0.0470588,0
adapt,2,89,14.745753,0.0996068,1,0.5,0.0909091,0
adapt,2,90,14.744292,0.123724,1,0.5,0.08,0
adapt,2,91,14.742924,0.15067,1,0.5,0.0724638,0
adapt,2,92,14.741416,0.1309,1,0.5,0.09375,0
adapt,2,93,14.739597,0.144791,1,0.5,0.123077,0
adapt,2,94,14.737609,0.146255,1,0.5,0.0983607,0
adapt,2,95,14.735624,0.158255,1,0.5,0.101695,0
adapt,2,96,14.733639,0.17456,1,0.5,0.148148,0
adapt,2,97,14.731246,0.200233,1,0.5,0.0943396,0
adapt,2,98,14.729642,0.129239,1,0.5,0.14,0
adapt,2,99,14.728333,0.147303,1,0.5,0.170213,0
adapt,2,100,14.72717,0.208363,1,0.5,0.195652,0
adapt,2,101,14.725818,0.302324,1,0.5,0.0454545,0
adapt,2,102,14.723941,0.225319,1,0.5,0.0465116,0
adapt,2,103,14.722962,0.113734,1,0.5,0.139535,0
adapt,2,104,14.722242,0.103789,1,0.5,0.170732,0
adapt,2,105,14.721575,0.129949,1,0.5,0.121951,1
adapt,2,106,13.853292,0.0296668,2,0.2,-1,0
adapt,2,107,13.869957,0.0194672,2,0.2,-1,0
adapt,2,108,13.869163,0.021557,2,0.14,0.666667,0
adapt,2,109,13.868881,0.0264715,2,0.168,0.109375,0
adapt,2,110,13.868622,0.0335703,2,0.2016,0.0727273,0
adapt,2,111,13.868333,0.0432634,2,0.24192,0.0576923,0
adapt,2,112,13.867994,0.049129,2,0.290304,0,0
adapt,2,113,13.867597,0.0424718,2,0.348365,0,0
adapt,2,114,13.8673,0.0503828,2,0.418038,0.06,0
adapt,2,115,13.867005,0.0603992,2,0.5,0.0416667,0
adapt,2,116,13.866682,0.0734822,2,0.5,0.0217391,1
adapt,2,117,12.201037,0.0725111,4,0.2,-1,0
adapt,2,118,12.244804,0.0460236,4,0.2,-1,0
adapt,2,119,12.23986,0.0462237,4,0.14,0.664634,0
adapt,2,120,12.23792,0.0495726,4,0.168,0.096,0
adapt,2,121,12.236399,0.0595617,4,0.2016,0.0412371,0
adapt,2,122,12.234905,0.0703029,4,0.24192,0.0705882,0
adapt,2,123,12.233332,0.0812825,4,0.290304,0.0266667,0
adapt,2,124,12.231723,0.0927805,4,0.348365,0.0571429,0
adapt,2,125,12.23005,0.109267,4,0.418038,0.0461538,0
adapt,2,126,12.228286,0.109093,4,0.5,0.015625,0
adapt,2,127,12.226554,0.106369,4,0.5,0.0344828,1
adapt,2,128,11.034234,0.132364,8,0.2,-1,0
adapt,2,129,11.072046,0.0885237,8,0.2,-1,0
adapt,2,130,11.062395,0.13986,8,0.14,0.479021,0
adapt,2,131,11.058397,0.159292,8,0.168,0.0418118,0
adapt,2,132,11.055327,0.0849638,8,0.2016,0.0863309,0
adapt,2,133,11.053132,0.13741,8,0.2016,0.169231,0
adapt,2,134,11.050341,0.201398,8,0.2016,0.157258,0
adapt,2,135,11.046965,0.241678,8,0.24192,0.0625,0
adapt,2,136,11.042783,0.223543,8,0.290304,0.107296,0
adapt,2,137,11.039909,0.141244,8,0.290304,0.154545,0
adapt,2,138,11.039625,0.0843689,8,0.203213,0.376744,1
adapt,2,139,10.793836,0.0999,16,0.1,-1,0
adapt,2,140,10.81163,0.0999,16,0.1,-1,0
adapt,2,141,10.806076,0.06993,16,0.07,0.628049,0
adapt,2,142,10.802684,0.048951,16,0.049,0.414141,0
