iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,iteration_wall_s
1,0.00479247356967,75414,75414,0.679993507899,0.0879540423045,0.0483362901927,1.44006367004e-09,3.6478929377e-11,1271,1,0,148416.17325,13.2768750191,19221,0,0,0.156668735039,0.75041723751,0,0.1,0,0,31162.7626666,1,1,0,0,0,15,-18,0,33,0,0,0,0,0,148.635578375
2,0.00457586434375,75415,75415,0.680002524706,-0.0280472816553,0.0483362901927,8.11593142268e-10,3.39104545255e-11,2635,1,0,20435.8652501,11.755625248,18794,0,0,0.159894959312,0.750895731737,0,0.1,0,0,31035.58736,1,1,0,0,0,10,-18,0,28,1,0,1,1,-2,20.6965521672
3,0.00447529345453,75414,75414,0.679993507899,0.00897391995831,0.0483362901927,8.24884396297e-10,3.2275882644e-11,2628,1,0,20278.4873333,11.9097080231,18768,0,0,0.157750515415,0.750409806737,0,0.1,0,0,30942.9995582,1,1,0,0,0,9,-18,0,27,2,0,2,1,-1,20.542310833
4,0.00431509925751,75415,75415,0.680002524706,-0.0177904460508,0.0483362901927,7.70342267365e-10,2.93179696038e-11,2611,1,0,14930.0132504,12.6823329926,19258,0,0,0.159164451269,0.74949031699,0,0.1,0,0,30796.1233163,1,1,0,0,0,6,-18,0,24,3,0,3,1,-3,15.2872835831
5,0.00423557747067,75415,75415,0.680002524706,0.0114216191653,0.0483362901927,7.04241551073e-10,2.79092897268e-11,2612,1,0,14224.6262078,11.7122921944,19201,0,0,0.133891282785,0.643613836285,0,0.1,0,0,30674.0573269,1,1,0,0,0,4,-22,0,26,4,0,5,2,0,24.7958128341
6,0.0041208954975,75415,75415,0.680002524706,-0.00743579709494,0.0483362901927,5.54069955159e-10,2.61581421622e-11,2607,1,0,14333.7943754,12.2884159088,19324,0,0,0.133793832491,0.648133743419,0,0.1,0,0,30426.6567413,1,1,0,0,0,4,-24,0,28,5,0,6,1,0,14.6054960419
7,0.00400938342231,75415,75415,0.680002524706,-0.0086971432259,0.0483362901927,4.65601761304e-10,2.48650839235e-11,2602,1,0,14283.2000422,12.1623330116,18963,0,0,0.133433681977,0.652884796364,0,0.1,0,0,30328.6883142,1,1,0,0,0,2,-18,0,20,6,0,8,2,-2,14.5621364578
8,0.00394838814536,75414,75414,0.679993507899,0.0135328907654,0.0483362901927,4.09351741486e-10,2.4380006796e-11,2609,1,0,14886.0865841,12.3967909813,18802,0,0,0.131680763649,0.657709000466,0,0.1,0,0,30285.0571433,1,1,0,0,0,2,-18,0,20,6,0,8,0,0,15.1301584998
9,0.00388057091538,75414,75414,0.679993507899,0.00997190110959,0.0483362901927,3.42506361678e-10,2.37730822626e-11,2602,1,0,14333.5723753,11.8405418396,19119,0,0,0.13092347153,0.662780326376,0,0.1,0,0,30190.2964828,1,1,0,0,0,2,-17,0,19,6,0,8,0,0,14.4862350421
10,0.003799240661,75414,75414,0.679993507899,0.001762497771,0.0483362901927,3.35647152649e-10,2.28350208998e-11,2600,1,0,14533.9526248,12.0845422745,18914,0,0,0.134305038988,0.51478243593,0,0.1,0,0,30113.3991767,1,1,0,0,0,3,-17,0,20,6,0,8,0,1,25.2243987089
11,0.00370207938472,75415,75415,0.680002524706,-0.0112402707824,0.0483362901927,3.53110180315e-10,2.14523156633e-11,2524,1,0,14184.3547497,13.695333004,18888,0,0,0.13412571081,0.524324139865,0,0.1,0,0,29877.4975215,1,1,0,0,0,3,-17,0,20,7,0,9,1,0,14.467603541
12,0.00361931654863,75415,75415,0.680002524706,-0.00651941197872,0.0483362901927,3.29951949752e-10,2.02107742929e-11,2508,1,0,13845.4475002,11.6801247597,18945,0,0,0.133817761262,0.521792449614,0,0.1,0,0,29761.660803,1,1,0,0,0,5,-17,0,22,7,0,9,0,2,14.000888125
13,0.00354369229317,75415,75415,0.680002524706,-0.00496096192087,0.0483362901927,2.86729282689e-10,1.92637708847e-11,2559,1,0,14136.9672503,11.7302079201,18788,0,0,0.133932800736,0.596810536171,0,0.1,0,0,29655.4477129,1,1,0,0,0,5,-16,0,21,8,0,12,3,0,14.4090761254
14,0.00348425161046,75414,75414,0.679993507899,0.00288467169683,0.0483362901927,2.48281981636e-10,1.85738889439e-11,2570,1,0,14720.0054998,11.9081668854,18707,0,0,0.133628367332,0.574470260053,0,0.1,0,0,29629.2656623,1,1,0,0,0,4,-15,0,19,8,0,12,0,-1,14.8913672091
15,0.00342955803451,75414,75414,0.679993507899,0.00472489918032,0.0483362901927,2.62795733721e-10,1.79063861672e-11,2559,1,0,14221.1954999,12.9814162254,18627,0,0,0.14991732485,0.649422339245,0,0.1,0,0,29554.1959623,1,1,0,0,0,4,-14,0,18,9,0,13,1,0,24.7920360831
16,0.00338547572499,75414,75414,0.679993507899,0.00826323913481,0.0483362901927,2.41350946273e-10,1.7516611933e-11,2584,1,0,14414.2330832,11.7473330498,18573,0,0,0.149552048501,0.649577413087,0,0.1,0,0,29237.4647855,1,1,0,0,0,5,-14,0,19,10,0,14,1,1,14.6949432497
17,0.00333513313267,75415,75415,0.680002524706,0.00296247191348,0.0483362901927,2.03652582803e-10,1.69748162417e-11,2608,1,0,14255.5557079,12.5092082024,18460,0,0,0.149676035547,0.649638384987,0,0.1,0,0,29102.5757716,1,1,0,0,0,3,-14,0,17,11,0,15,1,-2,14.531494292
18,0.00326388401759,75414,75414,0.679993507899,-0.0155629695685,0.0483362901927,2.08144300672e-10,1.60431891374e-11,2621,1,0,14514.8699579,12.3084578514,18391,0,0,0.150332642116,0.649365369083,0,0.1,0,0,28983.6244131,1,1,0,0,0,3,-14,0,17,12,0,17,2,0,14.7990573342
19,0.00320889273573,75415,75415,0.680002524706,-0.00578928104869,0.0483362901927,2.00368446398e-10,1.5350796662e-11,2631,1,0,14483.066916,12.2112503052,18446,0,0,0.151116186918,0.674229126317,0,0.1,0,0,28867.3801734,1,1,0,0,0,4,-14,0,18,12,0,17,0,1,14.6392938327
20,0.00317444121289,75414,75414,0.679993507899,0.00957503241466,0.0483362901927,1.85664956536e-10,1.49846387596e-11,2658,1,0,14719.1348748,11.68004179,18422,0,0,0.151748949258,0.651672598937,0,0.1,0,0,28724.9813969,1,1,0,0,0,6,-14,0,20,13,0,19,2,3,25.501342875
21,0.00313472421226,75415,75415,0.680002524706,0.00323730142203,0.0483362901927,1.86520950278e-10,1.46570688167e-11,2724,1,0,14842.9515829,12.2040419579,17942,0,0,0.151959004186,0.714445491572,0,0.1,0,0,28228.8894927,1,1,0,0,0,9,-16,0,25,14,0,20,1,3,15.117389875
22,0.00309624583493,75415,75415,0.680002524706,0.00126640447395,0.0483362901927,1.73232790642e-10,1.42308562377e-11,2754,1,0,15649.4303331,12.2185416222,17835,0,0,0.152631766496,0.794948879934,0,0.1,0,0,28078.8009292,1,1,0,0,0,11,-14,0,25,15,0,21,1,2,15.940678875
23,0.00305517516998,75414,75414,0.679993507899,-0.00314798412949,0.0483362901927,1.5917967945e-10,1.37065960566e-11,2801,1,0,15335.5267081,11.8155002594,17673,0,0,0.153654814619,0.833868225714,0,0.1,0,0,27924.7026472,1,1,0,0,0,12,-12,0,24,16,0,22,1,2,15.6154774581
