config,phase,iter,compliance,cg_iters,used_mg,geneo_action,geneo_dim,recycle_dim
plain,p6,116,1.34417030e+02,559,0,0,0,0
plain,p6,117,1.34409444e+02,590,0,0,0,0
plain,p6,118,1.34400764e+02,590,0,0,0,0
plain,p6,119,1.34394301e+02,589,0,0,0,0
mg,plain,0,4.93310990e+02,11,1,0,0,0
mg,plain,1,3.02696100e+02,11,1,0,0,0
mg,plain,2,2.38011052e+02,12,1,0,0,0
mg,plain,3,2.02625436e+02,13,1,0,0,0
mg,plain,4,1.90906681e+02,14,1,0,0,0
mg,plain,5,1.86289218e+02,14,1,0,0,0
mg,plain,6,1.82811942e+02,14,1,0,0,0
mg,plain,7,1.79610949e+02,14,1,0,0,0
mg,plain,8,1.76471072e+02,15,1,0,0,0
mg,plain,9,1.73714323e+02,15,1,0,0,0
mg,plain,10,1.71758868e+02,15,1,0,0,0
mg,plain,11,1.70382024e+02,15,1,0,0,0
mg,plain,12,1.69340399e+02,15,1,0,0,0
mg,plain,13,1.68459823e+02,15,1,0,0,0
mg,plain,14,1.67661558e+02,15,1,0,0,0
mg,plain,15,1.66811644e+02,15,1,0,0,0
mg,plain,16,1.65781733e+02,15,1,0,0,0
mg,plain,17,1.64302009e+02,15,1,0,0,0
mg,plain,18,1.61849246e+02,16,1,0,0,0
mg,plain,19,1.58375521e+02,16,1,0,0,0
mg,plain,20,1.55290102e+02,17,1,0,0,0
mg,plain,21,1.52702208e+02,18,1,0,0,0
mg,plain,22,1.50401165e+02,18,1,0,0,0
mg,plain,23,1.48298996e+02,19,1,0,0,0
mg,plain,24,1.46416148e+02,21,1,0,0,0
mg,plain,25,1.44751050e+02,22,1,0,0,0
mg,plain,26,1.43221966e+02,24,1,0,0,0
mg,plain,27,1.41846053e+02,25,1,0,0,0
mg,plain,28,1.40595259e+02,26,1,0,0,0
mg,plain,29,1.39461907e+02,27,1,0,0,0
mg,plain,30,1.38497116e+02,27,1,0,0,0
mg,plain,31,1.37647623e+02,28,1,0,0,0
mg,plain,32,1.36912915e+02,29,1,0,0,0
mg,plain,33,1.36299995e+02,29,1,0,0,0
mg,plain,34,1.35819318e+02,30,1,0,0,0
mg,plain,35,1.35431324e+02,30,1,0,0,0
mg,plain,36,1.35102139e+02,30,1,0,0,0
mg,plain,37,1.34818535e+02,31,1,0,0,0
mg,plain,38,1.34568906e+02,31,1,0,0,0
mg,plain,39,1.34356490e+02,31,1,0,0,0
mg,p3,40,1.35921524e+02,32,1,0,0,0
mg,p3,41,1.35639027e+02,32,1,0,0,0
mg,p3,42,1.35448773e+02,32,1,0,0,0
mg,p3,43,1.35304762e+02,32,1,0,0,0
mg,p3,44,1.35175614e+02,32,1,0,0,0
mg,p3,45,1.35075281e+02,32,1,0,0,0
mg,p3,46,1.34991267e+02,32,1,0,0,0
mg,p3,47,1.34920015e+02,32,1,0,0,0
mg,p3,48,1.34855044e+02,32,1,0,0,0
mg,p3,49,1.34790497e+02,32,1,0,0,0
mg,p3,50,1.34731741e+02,33,1,0,0,0
mg,p3,51,1.34678049e+02,33,1,0,0,0
mg,p3,52,1.34630383e+02,33,1,0,0,0
mg,p3,53,1.34586807e+02,33,1,0,0,0
mg,p3,54,1.34546242e+02,33,1,0,0,0
mg,p3,55,1.34506425e+02,33,1,0,0,0
mg,p3,56,1.34465685e+02,33,1,0,0,0
mg,p3,57,1.34424054e+02,33,1,0,0,0
mg,p3,58,1.34382146e+02,33,1,0,0,0
mg,p3,59,1.34344356e+02,33,1,0,0,0
mg,p3,60,1.34300380e+02,33,1,0,0,0
mg,p3,61,1.34256963e+02,33,1,0,0,0
mg,p3,62,1.34229369e+02,33,1,0,0,0
mg,p3,63,1.34199398e+02,33,1,0,0,0
mg,p3,64,1.34176824e+02,33,1,0,0,0
mg,p3,65,1.34155966e+02,33,1,0,0,0
mg,p3,66,1.34133561e+02,33,1,0,0,0
mg,p3,67,1.34115295e+02,33,1,0,0,0
mg,p3,68,1.34093878e+02,33,1,0,0,0
mg,p3,69,1.34075314e+02,33,1,0,0,0
mg,p3,70,1.34059627e+02,33,1,0,0,0
mg,p3,71,1.34044702e+02,33,1,0,0,0
mg,p3,72,1.34029990e+02,33,1,0,0,0
mg,p3,73,1.34017522e+02,33,1,0,0,0
mg,p3,74,1.34000844e+02,33,1,0,0,0
mg,p3,75,1.33984225e+02,33,1,0,0,0
mg,p3,76,1.33967528e+02,33,1,0,0,0
mg,p3,77,1.33951612e+02,33,1,0,0,0
mg,p3,78,1.33936094e+02,33,1,0,0,0
mg,p3,79,1.33922164e+02,33,1,0,0,0
mg,p6,80,1.34971908e+02,34,1,0,0,0
mg,p6,81,1.34952790e+02,34,1,0,0,0
mg,p6,82,1.34927735e+02,34,1,0,0,0
mg,p6,83,1.34906227e+02,34,1,0,0,0
mg,p6,84,1.34889339e+02,34,1,0,0,0
mg,p6,85,1.34869022e+02,34,1,0,0,0
mg,p6,86,1.34849284e+02,34,1,0,0,0
mg,p6,87,1.34830078e+02,34,1,0,0,0
mg,p6,88,1.34807840e+02,34,1,0,0,0
mg,p6,89,1.34789756e+02,34,1,0,0,0
mg,p6,90,1.34769876e+02,34,1,0,0,0
mg,p6,91,1.34757951e+02,34,1,0,0,0
mg,p6,92,1.34745260e+02,34,1,0,0,0
mg,p6,93,1.34731994e+02,34,1,0,0,0
mg,p6,94,1.34719665e+02,34,1,0,0,0
mg,p6,95,1.34706052e+02,34,1,0,0,0
mg,p6,96,1.34692799e+02,34,1,0,0,0
mg,p6,97,1.34676982e+02,34,1,0,0,0
mg,p6,98,1.34663228e+02,34,1,0,0,0
mg,p6,99,1.34651963e+02,34,1,0,0,0
mg,p6,100,1.34643822e+02,34,1,0,0,0
mg,p6,101,1.34634980e+02,34,1,0,0,0
mg,p6,102,1.34627904e+02,34,1,0,0,0
mg,p6,103,1.34619946e+02,34,1,0,0,0
mg,p6,104,1.34608891e+02,34,1,0,0,0
mg,p6,105,1.34596590e+02,34,1,0,0,0
mg,p6,106,1.34585203e+02,34,1,0,0,0
mg,p6,107,1.34570473e+02,34,1,0,0,0
mg,p6,108,1.34551150e+02,32,1,0,0,0
mg,p6,109,1.34526041e+02,34,1,0,0,0
mg,p6,110,1.34494424e+02,34,1,0,0,0
mg,p6,111,1.34464677e+02,34,1,0,0,0
mg,p6,112,1.34450833e+02,34,1,0,0,0
mg,p6,113,1.34439655e+02,34,1,0,0,0
mg,p6,114,1.34428355e+02,34,1,0,0,0
mg,p6,115,1.34417717e+02,34,1,0,0,0
mg,p6,116,1.34407715e+02,34,1,0,0,0
mg,p6,117,1.34402493e+02,34,1,0,0,0
mg,p6,118,1.34398812e+02,34,1,0,0,0
mg,p6,119,1.34391353e+02,34,1,0,0,0
geneo,plain,0,4.93310990e+02,209,0,0,0,0
geneo,plain,1,3.02696100e+02,215,0,0,0,0
geneo,plain,2,2.38011053e+02,220,0,0,0,0
geneo,plain,3,2.02625435e+02,240,0,0,0,0
geneo,plain,4,1.90906681e+02,253,0,0,0,0
geneo,plain,5,1.86289216e+02,261,0,0,0,0
geneo,plain,6,1.82811938e+02,272,0,0,0,0
geneo,plain,7,1.79610947e+02,279,0,0,0,0
geneo,plain,8,1.76471071e+02,283,0,0,0,0
geneo,plain,9,1.73714323e+02,287,0,0,0,0
geneo,plain,10,1.71758868e+02,291,0,0,0,0
geneo,plain,11,1.70382024e+02,294,0,0,0,0
geneo,plain,12,1.69340398e+02,298,0,0,0,0
geneo,plain,13,1.68459820e+02,300,0,0,0,0
geneo,plain,14,1.67661554e+02,301,0,0,0,0
geneo,plain,15,1.66811638e+02,299,0,0,0,0
geneo,plain,16,1.65781726e+02,300,0,0,0,0
geneo,plain,17,1.64301998e+02,302,0,0,0,0
geneo,plain,18,1.61849233e+02,306,0,0,0,0
geneo,plain,19,1.58375517e+02,314,0,0,0,0
geneo,plain,20,1.55290105e+02,318,0,0,0,0
geneo,plain,21,1.52702210e+02,326,0,0,0,0
geneo,plain,22,1.50401166e+02,322,0,0,0,0
geneo,plain,23,1.48298997e+02,335,0,0,0,0
geneo,plain,24,1.46416150e+02,342,0,0,0,0
geneo,plain,25,1.44751054e+02,353,0,0,0,0
geneo,plain,26,1.43221968e+02,354,0,0,0,0
geneo,plain,27,1.41846055e+02,360,0,0,0,0
geneo,plain,28,1.40595261e+02,367,0,0,0,0
geneo,plain,29,1.39461911e+02,369,0,0,0,0
geneo,plain,30,1.38497121e+02,371,0,0,0,0
geneo,plain,31,1.37647626e+02,367,0,0,0,0
geneo,plain,32,1.36912917e+02,383,0,0,0,0
geneo,plain,33,1.36299998e+02,387,0,0,0,0
geneo,plain,34,1.35819319e+02,386,0,0,0,0
geneo,plain,35,1.35431325e+02,382,0,0,0,0
geneo,plain,36,1.35102138e+02,382,0,0,0,0
geneo,plain,37,1.34818533e+02,382,0,0,0,0
geneo,plain,38,1.34568905e+02,383,0,0,0,0
geneo,plain,39,1.34356490e+02,373,0,0,0,0
geneo,p3,40,1.35921523e+02,387,0,0,0,0
geneo,p3,41,1.35639027e+02,386,0,0,0,0
geneo,p3,42,1.35448774e+02,384,0,0,0,0
geneo,p3,43,1.35304764e+02,383,0,0,0,0
geneo,p3,44,1.35175615e+02,384,0,0,0,0
geneo,p3,45,1.35075282e+02,386,0,0,0,0
geneo,p3,46,1.34991266e+02,388,0,0,0,0
geneo,p3,47,1.34920015e+02,390,0,0,0,0
geneo,p3,48,1.34855043e+02,389,0,0,0,0
geneo,p3,49,1.34790499e+02,389,0,0,0,0
geneo,p3,50,1.34731744e+02,388,0,0,0,0
geneo,p3,51,1.34678052e+02,388,0,0,0,0
geneo,p3,52,1.34630376e+02,388,0,0,0,0
geneo,p3,53,1.34586819e+02,388,0,0,0,0
geneo,p3,54,1.34546241e+02,389,0,0,0,0
geneo,p3,55,1.34506428e+02,391,0,0,0,0
geneo,p3,56,1.34465690e+02,392,0,0,0,0
geneo,p3,57,1.34424063e+02,393,0,0,0,0
geneo,p3,58,1.34382144e+02,394,0,0,0,0
geneo,p3,59,1.34344359e+02,394,0,0,0,0
geneo,p3,60,1.34300386e+02,395,0,0,0,0
geneo,p3,61,1.34256965e+02,395,0,0,0,0
geneo,p3,62,1.34229360e+02,395,0,0,0,0
geneo,p3,63,1.34199397e+02,396,0,0,0,0
geneo,p3,64,1.34176822e+02,396,0,0,0,0
geneo,p3,65,1.34155966e+02,396,0,0,0,0
geneo,p3,66,1.34133561e+02,396,0,0,0,0
geneo,p3,67,1.34115295e+02,396,0,0,0,0
geneo,p3,68,1.34093873e+02,395,0,0,0,0
geneo,p3,69,1.34075313e+02,396,0,0,0,0
geneo,p3,70,1.34059627e+02,395,0,0,0,0
geneo,p3,71,1.34044705e+02,395,0,0,0,0
geneo,p3,72,1.34029994e+02,395,0,0,0,0
geneo,p3,73,1.34017528e+02,394,0,0,0,0
geneo,p3,74,1.34000843e+02,394,0,0,0,0
geneo,p3,75,1.33984229e+02,392,0,0,0,0
geneo,p3,76,1.33967538e+02,392,0,0,0,0
geneo,p3,77,1.33951614e+02,393,0,0,0,0
geneo,p3,78,1.33936106e+02,392,0,0,0,0
geneo,p3,79,1.33922173e+02,391,0,0,0,0
geneo,p6,80,1.34971902e+02,386,0,0,0,0
geneo,p6,81,1.34952815e+02,386,0,0,0,0
geneo,p6,82,1.34927736e+02,386,0,0,0,0
geneo,p6,83,1.34906260e+02,385,0,0,0,0
geneo,p6,84,1.34889366e+02,384,0,0,0,0
geneo,p6,85,1.34868974e+02,385,0,0,0,0
geneo,p6,86,1.34849448e+02,383,0,0,0,0
geneo,p6,87,1.34830038e+02,384,0,0,0,0
geneo,p6,88,1.34807951e+02,384,0,0,0,0
geneo,p6,89,1.34789286e+02,385,0,0,0,0
geneo,p6,90,1.34769183e+02,386,0,0,0,0
geneo,p6,91,1.34757923e+02,387,0,0,0,0
geneo,p6,92,1.34745064e+02,389,0,0,0,0
geneo,p6,93,1.34732738e+02,388,0,0,0,0
geneo,p6,94,1.34719366e+02,399,0,0,0,0
geneo,p6,95,1.34705747e+02,431,0,0,0,0
geneo,p6,96,1.34693088e+02,537,0,3,140,0
geneo,p6,97,1.34676644e+02,184,0,2,140,0
geneo,p6,98,1.34664056e+02,184,0,2,140,0
geneo,p6,99,1.34652515e+02,184,0,2,140,0
geneo,p6,100,1.34643296e+02,184,0,2,140,0
geneo,p6,101,1.34635690e+02,183,0,2,140,0
geneo,p6,102,1.34626587e+02,184,0,2,140,0
geneo,p6,103,1.34619265e+02,183,0,2,140,0
geneo,p6,104,1.34608316e+02,184,0,2,140,0
geneo,p6,105,1.34595884e+02,184,0,2,140,0
geneo,p6,106,1.34583158e+02,184,0,2,140,0
geneo,p6,107,1.34567779e+02,183,0,2,140,0
geneo,p6,108,1.34547404e+02,184,0,2,140,0
geneo,p6,109,1.34523201e+02,183,0,2,140,0
geneo,p6,110,1.34491908e+02,184,0,2,140,0
geneo,p6,111,1.34463982e+02,183,0,2,140,0
geneo,p6,112,1.34453369e+02,184,0,2,140,0
geneo,p6,113,1.34444417e+02,184,0,2,140,0
geneo,p6,114,1.34434797e+02,184,0,2,140,0
geneo,p6,115,1.34425737e+02,184,0,2,140,0
geneo,p6,116,1.34417074e+02,184,0,2,140,0
geneo,p6,117,1.34409508e+02,184,0,2,140,0
geneo,p6,118,1.34400847e+02,184,0,2,140,0
geneo,p6,119,1.34394372e+02,184,0,2,140,0
recycle,plain,0,4.93310990e+02,209,0,0,0,0
recycle,plain,1,3.02696099e+02,156,0,0,0,14
recycle,plain,2,2.38011054e+02,205,0,0,0,16
recycle,plain,3,2.02625438e+02,568,0,0,0,16
recycle,plain,4,1.90906681e+02,363,0,0,0,16
recycle,plain,5,1.86289218e+02,370,0,0,0,16
recycle,plain,6,1.82811941e+02,327,0,0,0,16
recycle,plain,7,1.79610949e+02,305,0,0,0,16
recycle,plain,8,1.76471071e+02,300,0,0,0,16
recycle,plain,9,1.73714322e+02,302,0,0,0,16
recycle,plain,10,1.71758868e+02,275,0,0,0,16
recycle,plain,11,1.70382025e+02,283,0,0,0,16
recycle,plain,12,1.69340398e+02,278,0,0,0,16
recycle,plain,13,1.68459822e+02,277,0,0,0,16
recycle,plain,14,1.67661560e+02,268,0,0,0,16
recycle,plain,15,1.66811644e+02,274,0,0,0,16
recycle,plain,16,1.65781733e+02,275,0,0,0,16
recycle,plain,17,1.64302007e+02,268,0,0,0,16
recycle,plain,18,1.61849245e+02,268,0,0,0,16
recycle,plain,19,1.58375526e+02,265,0,0,0,16
recycle,plain,20,1.55290108e+02,281,0,0,0,16
recycle,plain,21,1.52702214e+02,287,0,0,0,16
recycle,plain,22,1.50401173e+02,291,0,0,0,16
recycle,plain,23,1.48299002e+02,304,0,0,0,16
recycle,plain,24,1.46416156e+02,317,0,0,0,16
recycle,plain,25,1.44751057e+02,323,0,0,0,16
recycle,plain,26,1.43221970e+02,357,0,0,0,16
recycle,plain,27,1.41846054e+02,390,0,0,0,16
recycle,plain,28,1.40595263e+02,391,0,0,0,16
recycle,plain,29,1.39461913e+02,365,0,0,0,16
recycle,plain,30,1.38497119e+02,356,0,0,0,16
recycle,plain,31,1.37647625e+02,380,0,0,0,16
recycle,plain,32,1.36912917e+02,365,0,0,0,16
recycle,plain,33,1.36299997e+02,365,0,0,0,16
recycle,plain,34,1.35819320e+02,386,0,0,0,16
recycle,plain,35,1.35431309e+02,365,0,0,0,16
recycle,plain,36,1.35102131e+02,394,0,0,0,16
recycle,plain,37,1.34818529e+02,407,0,0,0,16
recycle,plain,38,1.34568903e+02,408,0,0,0,16
recycle,plain,39,1.34356490e+02,392,0,0,0,16
recycle,p3,40,1.35921522e+02,397,0,0,0,16
recycle,p3,41,1.35639025e+02,397,0,0,0,16
recycle,p3,42,1.35448771e+02,395,0,0,0,16
recycle,p3,43,1.35304756e+02,393,0,0,0,16
recycle,p3,44,1.35175611e+02,387,0,0,0,16
recycle,p3,45,1.35075271e+02,390,0,0,0,16
recycle,p3,46,1.34991258e+02,392,0,0,0,16
recycle,p3,47,1.34920004e+02,394,0,0,0,16
recycle,p3,48,1.34855035e+02,389,0,0,0,16
recycle,p3,49,1.34790493e+02,385,0,0,0,16
recycle,p3,50,1.34731737e+02,389,0,0,0,16
recycle,p3,51,1.34678042e+02,392,0,0,0,16
recycle,p3,52,1.34630381e+02,387,0,0,0,16
recycle,p3,53,1.34586804e+02,387,0,0,0,16
recycle,p3,54,1.34546225e+02,382,0,0,0,16
recycle,p3,55,1.34506420e+02,381,0,0,0,16
recycle,p3,56,1.34465676e+02,371,0,0,0,16
recycle,p3,57,1.34424056e+02,367,0,0,0,16
recycle,p3,58,1.34382138e+02,374,0,0,0,16
recycle,p3,59,1.34344346e+02,369,0,0,0,16
recycle,p3,60,1.34300370e+02,373,0,0,0,16
recycle,p3,61,1.34256962e+02,356,0,0,0,16
recycle,p3,62,1.34229363e+02,369,0,0,0,16
recycle,p3,63,1.34199398e+02,353,0,0,0,16
recycle,p3,64,1.34176815e+02,354,0,0,0,16
recycle,p3,65,1.34155964e+02,354,0,0,0,16
recycle,p3,66,1.34133550e+02,360,0,0,0,16
recycle,p3,67,1.34115287e+02,349,0,0,0,16
recycle,p3,68,1.34093866e+02,361,0,0,0,16
recycle,p3,69,1.34075306e+02,368,0,0,0,16
recycle,p3,70,1.34059620e+02,364,0,0,0,16
recycle,p3,71,1.34044695e+02,361,0,0,0,16
recycle,p3,72,1.34029985e+02,360,0,0,0,16
recycle,p3,73,1.34017517e+02,346,0,0,0,16
recycle,p3,74,1.34000838e+02,339,0,0,0,16
recycle,p3,75,1.33984216e+02,332,0,0,0,16
recycle,p3,76,1.33967516e+02,338,0,0,0,16
recycle,p3,77,1.33951610e+02,320,0,0,0,16
recycle,p3,78,1.33936083e+02,343,0,0,0,16
recycle,p3,79,1.33922163e+02,344,0,0,0,16
recycle,p6,80,1.34971899e+02,334,0,0,0,16
recycle,p6,81,1.34952780e+02,335,0,0,0,16
recycle,p6,82,1.34927723e+02,350,0,0,0,16
recycle,p6,83,1.34906222e+02,356,0,0,0,16
recycle,p6,84,1.34889332e+02,347,0,0,0,16
recycle,p6,85,1.34869011e+02,357,0,0,0,16
recycle,p6,86,1.34849274e+02,354,0,0,0,16
recycle,p6,87,1.34830066e+02,333,0,0,0,16
recycle,p6,88,1.34807821e+02,334,0,0,0,16
recycle,p6,89,1.34789839e+02,344,0,0,0,16
recycle,p6,90,1.34769944e+02,334,0,0,0,16
recycle,p6,91,1.34757852e+02,347,0,0,0,16
recycle,p6,92,1.34744788e+02,351,0,0,0,16
recycle,p6,93,1.34732128e+02,351,0,0,0,16
recycle,p6,94,1.34718991e+02,350,0,0,0,16
recycle,p6,95,1.34706033e+02,351,0,0,0,16
recycle,p6,96,1.34692626e+02,349,0,0,0,16
recycle,p6,97,1.34677028e+02,352,0,0,0,16
recycle,p6,98,1.34662881e+02,350,0,0,0,16
recycle,p6,99,1.34652691e+02,346,0,0,0,16
recycle,p6,100,1.34644286e+02,350,0,0,0,16
recycle,p6,101,1.34635210e+02,349,0,0,0,16
recycle,p6,102,1.34627069e+02,348,0,0,0,16
recycle,p6,103,1.34619211e+02,353,0,0,0,16
recycle,p6,104,1.34608686e+02,354,0,0,0,16
recycle,p6,105,1.34597005e+02,356,0,0,0,16
recycle,p6,106,1.34585167e+02,359,0,0,0,16
recycle,p6,107,1.34570684e+02,360,0,0,0,16
recycle,p6,108,1.34552173e+02,356,0,0,0,16
recycle,p6,109,1.34527482e+02,356,0,0,0,16
recycle,p6,110,1.34496057e+02,359,0,0,0,16
recycle,p6,111,1.34466597e+02,361,0,0,0,16
recycle,p6,112,1.34453627e+02,362,0,0,0,16
recycle,p6,113,1.34442476e+02,363,0,0,0,16
recycle,p6,114,1.34430460e+02,362,0,0,0,16
recycle,p6,115,1.34419256e+02,365,0,0,0,16
recycle,p6,116,1.34408937e+02,365,0,0,0,16
recycle,p6,117,1.34402727e+02,366,0,0,0,16
recycle,p6,118,1.34397141e+02,364,0,0,0,16
recycle,p6,119,1.34392673e+02,363,0,0,0,16
full,plain,0,4.93310990e+02,11,1,0,0,0
full,plain,1,3.02696100e+02,11,1,0,0,0
full,plain,2,2.38011052e+02,12,1,0,0,0
full,plain,3,2.02625436e+02,13,1,0,0,0
full,plain,4,1.90906681e+02,14,1,0,0,0
full,plain,5,1.86289218e+02,14,1,0,0,0
full,plain,6,1.82811942e+02,14,1,0,0,0
full,plain,7,1.79610949e+02,14,1,0,0,0
full,plain,8,1.76471072e+02,15,1,0,0,0
full,plain,9,1.73714323e+02,15,1,0,0,0
full,plain,10,1.71758868e+02,15,1,0,0,0
full,plain,11,1.70382024e+02,15,1,0,0,0
full,plain,12,1.69340399e+02,15,1,0,0,0
full,plain,13,1.68459823e+02,15,1,0,0,0
full,plain,14,1.67661558e+02,15,1,0,0,0
full,plain,15,1.66811644e+02,15,1,0,0,0
full,plain,16,1.65781733e+02,15,1,0,0,0
full,plain,17,1.64302009e+02,15,1,0,0,0
full,plain,18,1.61849246e+02,16,1,0,0,0
full,plain,19,1.58375521e+02,16,1,0,0,0
full,plain,20,1.55290102e+02,17,1,0,0,0
full,plain,21,1.52702208e+02,18,1,0,0,0
full,plain,22,1.50401165e+02,18,1,0,0,0
full,plain,23,1.48298996e+02,19,1,0,0,0
full,plain,24,1.46416148e+02,21,1,0,0,0
