iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,void_components,euler_chi,cavities,tunnels,mono_violations,mono_reverts,mono_repaired_voxels,new_components,split_delta,renuc_events,renuc_voxels,frac_cut_cells,frac_area_mm2,frac_build_ms,frac_sens_ms,iteration_wall_s
1,0.00504645712987,58591,58591,0.528303758205,0.53719393909,0.0483362901927,3.69902077688e-10,7.96501714303e-11,1185,1,0,106213.008333,13.8947496414,57802,0,0,0.41474476293,0.999915581963,0,0.1,0,0,77381.9080016,1,1,0,0,0,23,-233,19,275,0,0,0,0,0,0,0,0,0,0,0,118.17129275
2,0.00411674991416,58590,58590,0.528294741398,0.00149197876453,0.0483362901927,1.84893572276e-10,5.15635180167e-11,2317,1,0,42447.2441669,14.6572499275,56140,0,0,0.415065746321,0.999868444385,0,0.1,0,0,77237.1632979,1,1,0,0,0,34,-74,19,127,0,0,0,0,11,0,0,0,0,0,0,55.387917167
3,0.00390660089715,58591,58591,0.528303758205,0.0285644084215,0.0483362901927,1.31974428929e-10,4.67230709273e-11,2243,1,0,40501.6669593,13.88920784,54823,0,0,0.421606595541,0.999867301625,0,0.1,0,0,73393.5853681,1,1,0,0,0,50,-93,26,169,0,0,0,0,16,0,0,0,0,0,0,53.3632089156
4,0.0037930509075,58590,58590,0.528294741398,0.0294234603643,0.0483362901927,9.61228334481e-11,4.49076140103e-11,2437,1,0,28524.795958,13.8619170189,51942,0,0,0.439804226493,0.99988058327,0,0.1,0,0,67736.58586,1,1,0,0,0,81,-41,34,156,0,0,0,0,31,0,0,0,0,0,0,41.0729506249
5,0.00373890548263,58590,58590,0.528294741398,0.028508529067,0.0483362901927,8.71837298154e-11,4.4961052272e-11,2585,1,0,30278.732542,13.7717909813,49375,0,0,0.413653180233,0.999843874199,0,0.1,0,0,61150.4130003,1,1,0,0,0,71,24,31,78,1,0,0,1,-11,0,0,0,0,0,0,61.8718006671
6,0.00372541754587,58590,58590,0.528294741398,0.0379476696253,0.0483362901927,6.84359291743e-11,4.56902752255e-11,2731,1,0,36875.8354173,14.2009158134,37121,0,0,0.42050942476,0.999843874199,0,0.1,0,0,47662.9773094,1,1,0,0,0,16,3,6,19,2,0,0,2,-57,0,0,0,0,0,0,49.2902782913
7,0.00367841171015,58591,58591,0.528303758205,0.0124718993902,0.0483362901927,5.44646863536e-11,4.60659551318e-11,2772,1,0,34741.7688751,13.7177500725,35315,0,0,0.423502459594,0.999843874199,0,0.1,0,0,45952.567181,1,1,0,0,0,36,11,16,41,3,0,0,17,3,0,0,0,0,0,0,47.3268859996
8,0.00360533976659,58591,58591,0.528303758205,0.00392310321331,0.0483362901927,4.31894975406e-11,4.28889192539e-11,2809,1,0,27777.3969169,12.929500103,34830,0,0,0.425193534018,0.999843874199,0,0.1,0,0,44228.4552383,1,1,0,0,0,14,-9,5,28,4,0,0,3,-25,0,0,0,0,0,0,39.9004893331
9,0.00363311766826,58590,58590,0.528294741398,0.0157956033945,0.0483362901927,3.63283982894e-11,4.80372709686e-11,2884,1,0,40622.3544998,13.6103339195,33875,0,0,0.417426178376,0.999962810375,0,0.1,0,0,42506.1715073,1,1,0,0,0,33,3,14,44,5,0,0,18,1,0,0,0,0,0,0,54.3879803326
10,0.0035690636665,58592,58592,0.528312775013,-0.000829622149467,0.0483362901927,3.35200120761e-11,4.31137031483e-11,2882,1,0,31324.7591667,14.1664171219,31588,0,0,0.380232168271,0.999761012153,0,0.1,0,0,40993.460669,1,1,0,0,0,16,-5,3,24,6,0,0,6,-23,0,0,0,0,0,0,67.5133287092
11,0.00362349046561,58591,58591,0.528303758205,0.0165607780218,0.0483362901927,3.53701859404e-11,4.98832458306e-11,2926,1,0,68727.6773329,14.4308338165,28116,0,0,0.380111275012,0.999761012153,0,0.1,0,0,35488.1126112,1,1,0,0,0,23,4,8,27,7,0,0,10,-3,0,0,0,0,0,0,82.093913292
12,0.00358232506035,58591,58591,0.528303758205,0.000110641121864,0.0483362901927,3.30784938928e-11,4.59038847856e-11,2947,1,0,38744.530333,13.7309999466,27908,0,0,0.379964717462,0.999761012153,0,0.1,0,0,35349.0930463,1,1,0,0,0,11,-13,3,27,8,0,0,9,-21,0,0,0,0,0,0,51.605654791
