fixture,band,elements,full_escapes,full_first_iter,full_worst_rho,restricted_escapes,restricted_first_iter,restricted_worst_rho,full_shell1,full_beyond_shell1,full_s_per_iter,restricted_s_per_iter
stagnation,4,46400,6979,2,0.172965,8114,2,0.127123,4096,2883,3.8640,2.9080
