fixture,band,elements,full_counterfactual_escapes,full_first_iter,prod_latched,prod_latch_iter,prod_escape_count,b5_mean_drho,b5_max_drho,detector_s_per_iter,solve_s_per_iter
stagnation,4,46400,6979,2,1,3,705,3.213123e-03,1.202868e-01,3.2159e-05,2.4282e+00
