fixture,band,elements,full_escapes,full_first_iter,full_worst_rho,restricted_escapes,restricted_first_iter,restricted_worst_rho,full_shell1,full_beyond_shell1,full_s_per_iter,restricted_s_per_iter
healthy_24576,4,24576,0,0,0.000000,0,0,0.000000,0,0,0.3905,0.2083
