iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,iteration_wall_s
1,0.00413803058637,75415,75415,0.680002524706,0.514799724591,0.0483362901927,1.3454565509e-10,3.68293178898e-11,1124,1,0,110386.616166,13.3734588623,70109,0,0,0.393493133573,0.99979965385,0,0.1,0.505196442032,2,59668.7271255,1,1,110.564949916
2,0.00379816766867,75414,75414,0.679993507899,-0.0244396824788,0.0483362901927,1.33302272495e-10,3.16710401756e-11,2017,1,0,26667.1270003,13.1659169197,70109,0,0,0.393260171976,0.999888971795,0,0.1,0.504798770922,2,60240.4686935,1,1,26.849041583
3,0.00346794933423,75414,75414,0.679993507899,-0.0393669569173,0.0483362901927,1.23010189178e-10,2.70245657245e-11,1991,1,0,29947.3585839,13.5366663933,70386,0,0,0.392869521705,0.999880305312,0,0.1,0.504752691182,2,60373.6995946,1,1,30.1502374159
4,0.00335891727835,75414,75414,0.679993507899,0.00827218996956,0.0483362901927,1.15993538541e-10,2.51025182263e-11,1995,1,0,18060.5575418,12.9009160995,70279,0,0,0.392407681156,0.999893215083,0,0.1,0.504183526906,2,58928.0752124,1,1,18.1886871662
5,0.00317323094537,75414,75414,0.679993507899,-0.0224669121209,0.0483362901927,1.01409889001e-10,2.23548241906e-11,1973,1,0,17433.445334,12.9174580574,69924,0,0,0.385150897943,0.999946988116,0,0.1,0.503255650761,2,57449.9588266,1,1,35.3240101659
6,0.00300269304148,75415,75415,0.680002524706,-0.0310219459174,0.0483362901927,9.04397382452e-11,1.64712126259e-11,1941,1,0,17156.762084,12.5072498322,70116,0,0,0.38327124477,0.999946988116,0,0.1,0.492954858728,2,54389.611937,1,1,17.2996130409
7,0.00294241838077,75414,75414,0.679993507899,-0.00382259816544,0.0483362901927,7.96284179139e-11,1.61097194854e-11,1924,1,0,16717.3720417,12.9514169693,69229,0,0,0.381601112775,0.999946988116,0,0.1,0.491360678443,2,51412.1065537,1,1,16.853214208
8,0.00284324284366,75415,75415,0.680002524706,-0.0296622110235,0.0483362901927,7.20001989227e-11,1.46613303997e-11,1916,1,0,16069.225625,12.1532092094,68869,0,0,0.38026723347,0.999946988116,0,0.1,0.490388281071,2,48140.0852022,1,1,16.2011223338
9,0.00278058696153,75414,75414,0.679993507899,-0.0175843500074,0.0483362901927,6.46264197144e-11,1.36256025094e-11,1918,1,0,17030.5402498,16.5351662636,66147,0,0,0.379266527315,0.999946988116,0,0.1,0.486084523835,2,44760.2891936,1,1,17.170589583
10,0.002793668876,75415,75415,0.680002524706,0.0243609073428,0.0483362901927,6.14252579014e-11,1.48633027705e-11,1970,1,0,17270.2537498,12.6195411682,64342,0,0,0.391053475602,0.999925619452,0,0.1,0.482802430263,2,41485.2720748,1,1,34.6583834584
11,0.00287306338662,75415,75415,0.680002524706,-0.0133714641186,0.0483362901927,5.50214443441e-11,1.82277047331e-11,2087,1,0,18395.838625,13.3323340416,61724,0,0,0.387297232133,0.999925619452,0,0.1,0.479429347751,2,35696.6341236,1,1,18.6426158752
12,0.00280607702209,75415,75415,0.680002524706,-0.011913074715,0.0483362901927,4.81205812879e-11,1.59197217997e-11,2146,1,0,18658.9458747,12.2457923889,58659,0,0,0.383621341456,0.999925619452,0,0.1,0.475316943172,2,33009.8977554,1,1,18.7781497501
13,0.00278384522098,75414,75414,0.679993507899,0.00856613605139,0.0483362901927,4.34711803348e-11,1.56492299045e-11,2287,1,0,20228.5787077,13.0333752632,53221,0,0,0.381840869749,0.999925619452,0,0.1,0.478037527576,2,30387.2192415,1,1,20.4396805419
14,0.00276661336134,75415,75415,0.680002524706,0.010089017573,0.0483362901927,4.92888040191e-11,1.56103275856e-11,2490,1,0,23716.1886249,12.7864170074,46284,0,0,0.380869699207,0.999925619452,0,0.1,0.485545755268,2,27851.5284099,1,1,23.8365452918
15,0.00271126424147,75414,75414,0.679993507899,-0.0198617543681,0.0483362901927,4.53949214443e-11,1.26525659319e-11,2531,1,0,21942.4972501,13.3316669464,44159,0,0,0.391301107781,0.999919759416,0,0.1,0.489950127895,2,25586.5754704,1,1,39.3487515827
16,0.00270415782054,75415,75415,0.680002524706,-0.0268932398892,0.0483362901927,7.70517411785e-11,1.30322484222e-11,2963,1,0,25839.3548751,13.2544579506,31245,0,0,0.384319025074,0.999919759416,0,0.1,0.491534101683,2,17187.7903166,1,1,26.0694695828
17,0.00268039594783,75415,75415,0.680002524706,0.00200728227645,0.0483362901927,7.18497542159e-11,1.19094585804e-11,2941,1,0,25384.1939592,12.3430829048,29106,0,0,0.385396134351,0.999919759416,0,0.1,0.490964770541,2,15968.9862328,1,1,25.5098410002
