iteration,compliance,occupancy_volume,printed_voxels,achieved_vf,offset_mm,dt_mm_per_unit_v,max_abs_v,lambda,cg_iterations,converged,used_multigrid,solve_ms,sensitivity_ms,band_cells,hilb_iterations,hilb_relres,reinit_rms,reinit_max,hj_steps,gamma,kappa_rms,perim_weight,interface_area_mm2,robust_worst,robust_ratio,nuc_frozen,diffusion_energy,diffusion_ratio,iteration_wall_s
1,0.00452507119956,75415,75415,0.680002524706,0.514799724591,0.0483362901927,2.72151509651e-10,3.21882058996e-11,1172,1,0,113136.458583,19.5069580078,57176,0,0,0.412244661932,0.999816403934,0,0.1,0,0,78635.5391012,1,1,0,128215.518843,0.03,113.41208275
2,0.00392213655351,75414,75414,0.679993507899,-0.0286678638664,0.0483362901927,2.37238395313e-10,2.35504757311e-11,2242,1,0,27325.2076659,17.4139590263,56950,0,0,0.400143495909,0.999776547345,0,0.1,0,0,79467.399378,1,1,0,127433.054671,0.03,27.6113554998
3,0.00345034101244,75414,75414,0.679993507899,-0.0455797334588,0.0483362901927,2.57671297245e-10,1.68446322355e-11,2201,1,0,25527.6213331,13.45170784,59217,0,0,0.394758453398,0.999936538532,0,0.1,0,0,77465.8197781,1,1,0,126684.946859,0.03,25.75895125
4,0.00340278031842,75415,75415,0.680002524706,0.0260843488782,0.0483362901927,2.56949160704e-10,1.67791709236e-11,2201,1,0,18218.4230828,13.0507922173,58164,0,0,0.396275018196,0.9997888926,0,0.1,0,0,74465.1489658,1,1,0,125925.512733,0.03,18.5320861661
5,0.00320414589121,75414,75414,0.679993507899,-0.0193964884927,0.0483362901927,2.37225222145e-10,1.465078666e-11,2211,1,0,22131.2476664,15.2529168129,55050,0,0,0.359892229437,0.999947339314,0,0.1,0,0,70973.2992864,1,1,0,125069.925541,0.03,40.0775595
6,0.00305311714336,75414,75414,0.679993507899,-0.0273500204264,0.0483362901927,2.12862518519e-10,1.46355532503e-11,2379,1,0,20344.98875,13.0203752518,42534,0,0,0.354746445242,0.999947339314,0,0.1,0,0,62046.2595797,1,1,0,129083.169006,0.03,20.5782076661
7,0.00300192632768,75414,75414,0.679993507899,0.011691091746,0.0483362901927,2.20744329577e-10,1.4144706745e-11,2493,1,0,19531.710958,12.6956672668,41643,0,0,0.355388949959,0.999947339314,0,0.1,0,0,59878.7295817,1,1,0,128523.611087,0.03,19.7565861656
8,0.00292384409459,75414,75414,0.679993507899,-0.00363511754677,0.0483362901927,2.07618240088e-10,1.30296945522e-11,2617,1,0,20101.6659589,12.8867912292,41567,0,0,0.354985459995,0.999947339314,0,0.1,0,0,57400.315051,1,1,0,127983.332321,0.03,20.3166376669
9,0.00282122314832,75415,75415,0.680002524706,-0.0215280574837,0.0483362901927,1.68141545994e-10,1.13206780203e-11,2686,1,0,20641.2737083,12.7305417061,40617,0,0,0.353238957982,0.999947339314,0,0.1,0,0,54404.561843,1,1,0,127693.171871,0.03,20.8698351658
10,0.00275257375846,75415,75415,0.680002524706,-0.0110603456368,0.0483362901927,1.28505851045e-10,1.02854461295e-11,2774,1,0,21447.3538332,12.8915839195,37506,0,0,0.349268394154,0.999931455429,0,0.1,0,0,51213.2816167,1,1,0,127536.912622,0.03,38.6975614997
11,0.00275133529619,75415,75415,0.680002524706,0.0205831847852,0.0483362901927,1.23048380329e-10,1.12387866727e-11,3053,1,0,27956.0435834,13.5272917747,31204,0,0,0.352420760313,0.999931455429,0,0.1,0,0,45357.7780896,1,1,0,123100.362302,0.03,28.1982808746
12,0.0027134422398,75415,75415,0.680002524706,0.00357833906716,0.0483362901927,1.23176877486e-10,1.03859818028e-11,3079,1,0,24872.3503332,12.5886249542,30392,0,0,0.35547036826,0.999931455429,0,0.1,0,0,43081.3874472,1,1,0,123075.117296,0.03,25.1083288332
