source,C11,C12,C44,h,rel_err,integrator_bitmatch
fcc,0.27110105988065986,0.092115599999999992,0.083452109582309572,0.5,2.852e-16,1
fcc,948.85370958230942,322.40459999999996,292.08238353808349,0.5,2.503e-16,1
fcc,0.32765101565461585,0.10944200000000003,0.097752954791154825,0.5,1.791e-16,1
fcc,1146.7785547911553,383.04700000000008,342.13534176904187,0.5,4.191e-16,1
fcc,0.38420097142857151,0.1267684,0.11205380000000002,0.5,4.106e-16,1
fcc,1344.7034000000001,443.68939999999998,392.18830000000003,0.5,1.201e-16,1
diamond,0.03403537142857143,0.023848371428571432,0.013688485714285716,0.5,2.542e-16,1
diamond,119.1238,83.469300000000004,47.909700000000001,0.5,2.975e-16,1
diamond,0.048107177285603916,0.031291447406153812,0.021420859033883966,0.5,5.150e-16,1
diamond,168.3751204996137,109.52006592153833,74.973006618593871,0.5,2.009e-16,1
diamond,0.064823381652887702,0.039416468333136244,0.030448479430958124,0.5,2.484e-16,1
diamond,226.88183578510692,137.95763916597684,106.56967800835342,0.5,2.907e-16,1
diamond,0.08289763232293372,0.047891706072611166,0.040141281531134436,0.5,1.914e-16,1
diamond,290.14171313026799,167.62097125413908,140.49448535897051,0.5,3.359e-16,1
diamond,0.10252567166693366,0.056848952899756257,0.050400546703607794,0.5,1.536e-16,1
diamond,358.83985083426779,198.97133514914688,176.40191346262728,0.5,3.594e-16,1
diamond,0.12778315988790798,0.067552541145629336,0.062712134022358174,0.5,2.466e-16,1
diamond,447.24105960767787,236.43389400970264,219.49246907825358,0.5,2.886e-16,1
diamond,0.15410675140769592,0.078664978135157965,0.075217584383791891,0.5,2.051e-16,1
diamond,539.37362992693568,275.32742347305287,263.26154534327162,0.5,3.600e-16,1
diamond,0.18671656540762807,0.092188170410976822,0.088866138062081892,0.5,5.141e-16,1
diamond,653.50797892669823,322.65859643841884,311.03148321728662,0.5,4.011e-16,1
diamond,0.21932637940756031,0.10571136268679569,0.10251469174037196,0.5,4.415e-16,1
diamond,767.64232792646101,369.98976940378492,358.80142109130185,0.5,3.444e-16,1
diamond,0.25655000829818075,0.12109147262483999,0.11693377455727375,0.5,1.273e-16,1
diamond,897.92502904363255,423.82015418693993,409.26821095045807,0.5,4.471e-16,1
diamond,0.30294831843480474,0.14016410774099144,0.1328850729929226,0.5,4.392e-16,1
diamond,1060.3191145218166,490.57437709347005,465.09775547522906,0.5,2.570e-16,1
diamond,0.34934662857142856,0.15923674285714287,0.14883637142857142,0.5,1.930e-16,1
diamond,1222.7131999999999,557.32860000000005,520.92729999999995,0.5,2.259e-16,1
kelvin,0.019871657142857144,0.012752171428571428,0.0025021142857142862,0.5,2.354e-16,1
kelvin,69.550799999999995,44.632599999999996,8.7574000000000005,0.5,1.836e-16,1
kelvin,0.033588356398828137,0.01803860442219404,0.0052969573831258164,0.5,1.767e-16,1
kelvin,117.55924739589847,63.135115477679136,18.539350840940354,0.5,2.068e-16,1
kelvin,0.049042321829532699,0.023500312941656994,0.0087178694758888956,0.5,5.871e-16,1
kelvin,171.64812640336444,82.251095295799473,30.512543165611131,0.5,1.374e-16,1
kelvin,0.066661704751456274,0.029180493848919419,0.01291914601306538,0.5,4.220e-16,1
kelvin,233.31596663009697,102.13172847121795,45.217011045728825,0.5,1.975e-16,1
kelvin,0.092254092560635423,0.035430770972324652,0.019350382696516455,0.5,2.384e-16,1
kelvin,322.88932396222395,124.00769840313627,67.726339437807582,0.5,4.186e-16,1
kelvin,0.11798386780600374,0.041690871751757265,0.02582004510673341,0.5,4.602e-16,1
kelvin,412.94353732101308,145.91805113115041,90.370157873566924,0.5,2.154e-16,1
kelvin,0.14614802553414333,0.048790308550481797,0.03318722837871807,0.5,2.939e-16,1
kelvin,511.51808936950164,170.76607992668627,116.15529932551324,0.5,1.719e-16,1
kelvin,0.17862656116464184,0.05737727362379557,0.04214505905320487,0.5,2.969e-16,1
kelvin,625.19296407624643,200.82045768328447,147.50770668621703,0.5,2.780e-16,1
kelvin,0.2113974386453856,0.066172802721654017,0.051261482767426036,0.5,2.984e-16,1
kelvin,739.89103525884957,231.60480952578902,179.41518968599112,0.5,2.328e-16,1
kelvin,0.25114846385882855,0.079948144671578875,0.064164578987807835,0.5,3.291e-16,1
kelvin,879.01962350589986,279.81850635052604,224.57602645732743,0.5,3.852e-16,1
kelvin,0.29089948907227142,0.093723486621503704,0.07706767520818962,0.5,2.105e-16,1
kelvin,1018.1482117529498,328.03220317526296,269.73686322866365,0.5,3.284e-16,1
kelvin,0.33065051428571418,0.10749882857142853,0.089970771428571406,0.5,4.892e-16,1
kelvin,1157.2767999999996,376.24589999999984,314.89769999999987,0.5,2.863e-16,1
rhombic,0.038317600000000007,0.028794714285714285,0.01163637142857143,0.5,2.535e-16,1
rhombic,134.11160000000001,100.78149999999999,40.7273,0.5,2.967e-16,1
rhombic,0.051570628039447439,0.035534287919751682,0.017603381710563724,0.5,3.598e-16,1
rhombic,180.49719813806601,124.37000771913087,61.611835986973034,0.5,4.211e-16,1
rhombic,0.06482365607889487,0.042273861553789073,0.023570391992556023,0.5,2.789e-16,1
rhombic,226.88279627613201,147.95851543826174,82.496371973946069,0.5,3.264e-16,1
rhombic,0.078076684118342302,0.049013435187826471,0.029537402274548322,0.5,2.277e-16,1
rhombic,273.26839441419804,171.54702315739263,103.38090796091912,0.5,2.664e-16,1
rhombic,0.09461079637023849,0.056530155712825159,0.036698882743315009,0.5,3.717e-16,1
rhombic,331.1377872958347,197.85554499488805,128.44608960160252,0.5,4.350e-16,1
rhombic,0.11544613196667097,0.065065649951968119,0.04542621240065594,0.5,3.027e-16,1
rhombic,404.06146188334839,227.72977483188842,158.99174340229578,0.5,2.214e-16,1
rhombic,0.13628146756310347,0.073601144191111079,0.05415354205799687,0.5,2.553e-16,1
rhombic,476.98513647086207,257.60400466888876,189.53739720298904,0.5,2.988e-16,1
rhombic,0.15711680315953594,0.082136638430254039,0.062880871715337808,0.5,2.208e-16,1
rhombic,549.9088110583757,287.47823450588913,220.0830510036823,0.5,2.584e-16,1
rhombic,0.18831647607329424,0.093435674875847613,0.0739424374745387,0.5,1.858e-16,1
rhombic,659.1076662565298,327.02486206546661,258.79853116088543,0.5,4.348e-16,1
rhombic,0.22062674595362475,0.10503084039342223,0.085254129744930573,0.5,3.193e-16,1
rhombic,772.19361083768661,367.60794137697775,298.389454107257,0.5,5.606e-16,1
rhombic,0.25293701583395528,0.11662600591099684,0.096565822015322447,0.5,2.800e-16,1
rhombic,885.27955541884342,408.19102068848889,337.98037705362856,0.5,3.277e-16,1
rhombic,0.28524728571428576,0.12822117142857142,0.10787751428571429,0.5,2.493e-16,1
rhombic,998.3655,448.77409999999998,377.57130000000001,0.5,2.918e-16,1
random,0.058952480309351803,0.0089760736362555667,0.0036079515895700957,0.5,1.770e-16,1
random,0.015430797608855379,0.011576342170538505,0.00015889144030483543,0.5,3.718e-16,1
random,2.4611972749102544,1.1138104576634744,21.868159440474763,0.5,3.461e-16,1
random,0.28879168838202701,-0.10647436128611706,1.0746429580508556,0.5,4.098e-16,1
random,112.50860756574467,-39.665082507994171,8.6903752245558632,0.5,2.462e-16,1
random,16.202729094779468,14.780747593874265,1.2879511391775018,0.5,4.257e-16,1
random,0.59562837479888409,-0.0043221951731438188,0.088888031986630811,0.5,4.845e-16,1
random,1604.8837096226575,-632.9478329151591,3185.4717519953588,0.5,3.849e-16,1
random,0.0050557035581382916,0.00054087707755895345,0.0018843945179609675,0.5,4.423e-16,1
random,0.0019653072384767933,0.0012394634403224615,0.0015043534598115839,0.5,1.962e-16,1
random,80.615209109033017,6.9679890514069314,162.5637054899189,0.5,3.152e-16,1
random,57.735490427934558,25.260439114984344,166.62525822420045,0.5,3.271e-16,1
random,0.36180341014284406,0.12327115790594322,0.64584029399353704,0.5,3.022e-16,1
random,0.17283539945121429,-0.043641512159761239,0.71384616902630926,0.5,1.561e-16,1
random,50.082091949941223,13.420507498632128,40.693927266728174,0.5,1.216e-16,1
random,0.003515857482239519,0.0018949713615095776,0.00015898284978768814,0.5,5.090e-16,1
random,0.14129833965805727,0.077164952427194969,0.96919137416704537,0.5,3.603e-16,1
random,0.0036524203308249785,-0.00016137846059848822,0.000151189304024689,0.5,3.701e-16,1
random,3595.1113716755899,2367.9879333203166,11620.312245014456,0.5,1.525e-16,1
random,0.005896190178127131,0.00047609015867499532,0.00045464812643125223,0.5,4.301e-16,1
random,8061.3061674197461,4234.3661603698856,219.1831725577008,0.5,3.611e-16,1
random,0.0023183052218624721,0.00034787542046575725,0.0042325010143773175,0.5,3.620e-16,1
random,10.477163961247376,8.7157230150742517,0.82643741782110802,0.5,1.647e-16,1
random,97.641062424862753,70.556780518884381,291.76947484969287,0.5,1.878e-16,1
random,0.0041315664461424482,-0.0013363167554344998,0.00022655100495253011,0.5,4.257e-16,1
random,0.24410106767652942,0.17849006023094949,0.01173221877487725,0.5,4.668e-16,1
random,0.024381227796042376,0.021832881810165471,0.0015423675986067002,0.5,2.842e-16,1
random,0.10203423008092115,0.0058001771941178486,0.92122352163819243,0.5,5.139e-16,1
random,8.4314104949788842,0.23273638359286833,0.14994789232016581,0.5,2.289e-16,1
random,3836.3052841875788,-417.00325415902142,40.526884814339546,0.5,2.612e-16,1
random,4929.1558017392199,-301.45517120640886,2626.006238539248,0.5,2.512e-16,1
random,351.43243253548792,-108.93543699251632,372.56175785575874,0.5,2.333e-16,1
random,2589.5508365880783,2525.967591030445,46.177208964441377,0.5,5.723e-16,1
random,0.34306348807039599,-0.13495049574348975,2.6760427699856364,0.5,1.754e-16,1
random,21.260017464831861,16.333474516891773,2.0201049765021932,0.5,4.739e-16,1
random,0.011486338891511124,0.0075061341564585599,0.087619694012051455,0.5,3.344e-16,1
random,142.41583548276975,31.959664013663524,2.7222244790948142,0.5,1.081e-16,1
random,0.11773014522319482,0.0063144414225127432,0.046666699074004288,0.5,2.959e-16,1
random,406.23738335545744,114.81351015722292,631.39294952488876,0.5,3.065e-16,1
random,0.0024699242792341936,-0.00032344661989699969,3.7586023335019581e-05,0.5,3.834e-16,1
random,0.0068267320577933875,0.00099578974021083161,0.045566587448988533,0.5,3.188e-16,1
random,0.081220531102639854,0.034030269726984766,0.032233438624406363,0.5,4.287e-16,1
random,24.957708908868653,-6.7365402235962817,1.1343228366813283,0.5,2.936e-16,1
random,447.52992842543847,389.22871247247645,24.041326139637128,0.5,2.581e-16,1
random,2.9625343684423036,1.1987570353482186,1.6356329506812743,0.5,3.206e-16,1
random,0.0061851160192299632,0.0024501410545607802,0.00092242110274885769,0.5,2.430e-16,1
random,0.19820369836954013,0.023394302228491724,0.19199752389167768,0.5,4.291e-16,1
random,0.0028351336322595963,0.0018982660194428651,0.00054122027438229122,0.5,2.491e-16,1
random,0.0012522509225107771,0.00052212072569675632,0.0020617137737958396,0.5,3.630e-16,1
random,0.017466145939539764,0.0016841694776693625,0.015336495203159592,0.5,1.622e-16,1
random,0.083078885516396639,-0.0068156261441139768,0.17426656036093563,0.5,2.894e-16,1
random,0.065266792451054725,0.050640431844583361,0.012972184217227019,0.5,3.423e-16,1
random,0.18016073079019906,0.1115810752295926,0.0067246480850141586,0.5,3.226e-16,1
random,354.7412542930079,-32.095978426317394,85.919973628920459,0.5,3.036e-16,1
random,1.4618957861824522,1.0725579818026174,3.7764915442807627,0.5,2.217e-16,1
random,682.52215171093621,286.59138428946773,15.003981700719669,0.5,2.692e-16,1
random,0.002895705520424605,0.0010064992738294128,0.0065715917515868213,0.5,2.434e-16,1
random,0.013199601921758411,0.0099276380453533052,0.0032497214750409594,0.5,1.981e-16,1
random,0.69984411085564113,-0.31934971630978587,0.17376844663239494,0.5,3.577e-16,1
random,0.13016581691271317,-0.039881942196473251,0.0085827869728079126,0.5,4.239e-16,1
random,6803.5333856099751,798.06467283971267,5052.9434490651056,0.5,3.631e-16,1
random,0.00142658653724545,0.0002104820533119864,0.00048748239487503547,0.5,4.063e-16,1
random,9.8050321430930456,4.9388999886530511,0.1663545113564921,0.5,1.971e-16,1
random,0.15188998422792008,-0.053922901964025563,0.057402658011204324,0.5,3.512e-16,1
random,22.572899156208607,21.820024680100857,11.443230202229701,0.5,1.758e-16,1
random,7.5765149824218305,-2.1827719626994035,0.095349731684935449,0.5,5.146e-16,1
random,242.18173114224652,21.444046907604594,401.60130214718868,0.5,3.670e-16,1
random,0.20080766253972054,0.086898723463065874,0.39934417277657835,0.5,1.250e-16,1
random,132.86142548767933,64.028003543839276,542.12813454869479,0.5,4.203e-16,1
random,0.0069191526574670491,0.0040859487839747461,7.7112857608560044e-05,0.5,5.518e-16,1
random,0.0035348424633099554,0.0023811299812936558,0.00036326405965530795,0.5,3.435e-16,1
random,1185.2549584551787,618.09391794606756,15.475138635619722,0.5,4.206e-16,1
random,0.014391892022776756,0.0058855343334058207,0.0040157020843615146,0.5,1.741e-16,1
random,0.022391747037376945,-0.0055774039243359263,0.0080755689946435932,0.5,2.025e-16,1
random,5.3905276695320161,3.3083930837597868,6.7437874151573842,0.5,2.117e-16,1
random,1163.474126359316,342.5551834879555,7791.4994580581124,0.5,3.666e-16,1
random,9.2623617069623041,6.0943346381381076,90.882734265781679,0.5,3.348e-16,1
random,5.8793795649772704,-1.2700914951061675,24.091235180594719,0.5,2.957e-16,1
random,313.37739577569181,-48.912168721248555,86.541886878602497,0.5,3.944e-16,1
random,324.71715707095137,75.714338763714508,17.421534054799739,0.5,5.336e-16,1
random,0.0094921737019253837,0.0083168375138272955,0.00065014286740120038,0.5,3.617e-16,1
random,17.787501462995433,16.367305500267236,46.432010882987377,0.5,2.890e-16,1
random,8222.3158279949621,-1044.5531877715191,32056.591384611547,0.5,3.395e-16,1
random,26.703781265682863,5.0398061150929498,28.739303426302499,0.5,1.899e-16,1
random,0.027450377903304683,0.024896527119151669,0.0068634806362211122,0.5,1.896e-16,1
random,0.0050207522072904425,-0.0017444410618828944,0.00038558500352361963,0.5,3.369e-16,1
random,0.0056670775444454978,0.0036733849757212876,9.693329989084248e-05,0.5,3.330e-16,1
random,7.8132149758644127,5.273809783498506,54.780185040663781,0.5,2.724e-16,1
random,459.88971058556427,95.671231556702125,6.8009654705279177,0.5,2.701e-16,1
random,0.028531662956566638,0.0090436032118796396,0.015042665858217015,0.5,2.663e-16,1
random,575.15083727731724,86.343043027518789,63.791572807123664,0.5,2.730e-16,1
random,0.29571194452705057,-0.078065533271210394,0.023456348554375742,0.5,3.645e-16,1
random,795.06309718828629,523.44639372774748,458.3546579971283,0.5,4.483e-16,1
random,1.9210826918395667,0.52342187853266087,0.031168109377746403,0.5,1.259e-16,1
random,553.59436064449835,438.94364781455477,1088.9269476277423,0.5,1.873e-16,1
random,0.0014832359946558224,0.00051991045249505418,0.00012662175327966368,0.5,4.214e-16,1
random,3879.1699794244041,815.5723408778349,405.89132634184591,0.5,3.272e-16,1
random,81.194698562881555,28.920719927424397,1.1773335464438361,0.5,1.914e-16,1
random,23.433348576767262,8.2180733176679617,52.36560335917364,0.5,3.742e-16,1
random,4654.7837654104696,3276.0557271780249,557.28252916864597,0.5,5.320e-16,1
random,7.7475467275897643,-0.092610185890966784,51.871142327148107,0.5,2.868e-16,1
random,0.26045325070493008,-0.052547843174369613,0.07531872908191628,0.5,4.557e-16,1
random,0.0017291110071994422,-5.6494877575884166e-05,4.4374869021837752e-05,0.5,2.684e-16,1
random,80.985694620685607,-33.927087604684878,579.2837863069276,0.5,4.127e-16,1
random,0.91872906320061243,0.26568761747070707,0.19994050564310406,0.5,3.789e-16,1
random,0.38946169758616578,-0.068967037507029844,0.016693433049843397,0.5,2.954e-16,1
random,0.022567648557525039,-0.00050246889013468899,0.0016390845060284685,0.5,4.530e-16,1
random,0.814023197051715,0.582908171405779,4.463302228658983,0.5,2.052e-16,1
random,0.029793007903348108,-0.004689991455904291,0.0076478270961543643,0.5,3.463e-16,1
random,389.37293014660924,-135.16257763015165,22.221517761326258,0.5,4.422e-16,1
random,0.030766050091426574,-0.0083222839777697937,0.0011176899608555761,0.5,1.183e-16,1
random,0.0022292797942836751,0.0013738624186905126,0.0070368532916575662,0.5,3.591e-16,1
random,4842.880029653048,-1262.7176670142558,115.4974017106111,0.5,2.017e-16,1
random,3.7464121255592091,1.1702514231303309,4.4990547646473269,0.5,3.136e-16,1
random,247.38581763292939,224.88836156268661,119.00602381347703,0.5,2.635e-16,1
random,0.010429451345878273,0.0093886366790316683,0.0003195332226697393,0.5,3.526e-16,1
random,0.098531927357536783,-0.042865311092037027,0.0052547631964506144,0.5,4.295e-16,1
random,1.9018988005636426,0.82829384332222511,0.027386788324667104,0.5,3.830e-16,1
random,890.37190616777855,97.607511289861961,84.73332505352171,0.5,2.414e-16,1
random,0.060613414864988738,-0.010248252093007667,0.00072854512502467891,0.5,1.258e-16,1
random,0.012766128441465902,0.01241295867070095,0.00074822787647836544,0.5,2.737e-16,1
random,404.42364725234432,-155.42634319110388,2033.2407280499051,0.5,1.144e-16,1
random,0.13027625106723489,0.059220135312204394,0.11003381705470627,0.5,1.783e-16,1
random,0.12933730716944933,0.12031682391498767,0.6110494566209993,0.5,3.697e-16,1
random,753.35641525452093,357.44815599036656,34.158701476736105,0.5,3.113e-16,1
random,0.0022424839612362013,0.000677259431891242,0.0055635505265228214,0.5,2.919e-16,1
random,502.00881202820199,54.348012570706651,9.2807214661015163,0.5,4.914e-16,1
random,1.7088594265465256,1.3091834100671995,9.770998730235064,0.5,3.762e-16,1
random,1.2170616828414476,1.1607062607072254,0.26430283531313092,0.5,4.293e-16,1
random,9332.1040865156447,6097.4768727497167,246.41747393494177,0.5,4.166e-16,1
random,0.0044914117432595657,-0.0019970080283404465,0.012069334372052789,0.5,1.363e-16,1
random,12.813152626834114,8.8363133933276359,0.15091758104159259,0.5,3.048e-16,1
random,1956.6682784787326,977.48777245831343,112.9711137894103,0.5,2.344e-16,1
random,0.011558939347269802,0.00035338517946256374,0.035148424409118473,0.5,1.907e-16,1
random,0.0067833438662755364,-0.00084832159192759003,0.020209816194724728,0.5,3.308e-16,1
random,79.024839669749426,64.121834113580562,33.604840456609203,0.5,2.187e-16,1
random,2491.0269081941033,1461.4107712771288,7557.1348994982845,0.5,2.325e-16,1
random,0.01523420223134319,0.0094845859996584275,0.001806684871260354,0.5,3.106e-16,1
random,204.07726979971397,197.08446840582272,3.7637032697149126,0.5,3.022e-16,1
random,637.61953633595579,-303.91867907266129,176.96630555563621,0.5,2.580e-16,1
random,3.6838946977603633,0.6018483725782906,13.216782046431096,0.5,2.654e-16,1
random,9161.5767213295567,488.51843224761762,1041.6349562937639,0.5,3.640e-16,1
random,0.0019072212820844374,-0.00043899481298502501,0.00080804637342089315,0.5,4.154e-16,1
random,0.2364569879776916,0.10520076051221325,0.13344203298633589,0.5,2.481e-16,1
random,0.04286270039296184,0.0044014798373828469,0.00079015641205467714,0.5,5.269e-16,1
random,6.4454336711538689,-2.5778083566838639,2.296778289353135,0.5,3.621e-16,1
random,12.947281476553847,-1.3407098616309308,3.9649529619182271,0.5,1.914e-16,1
random,0.0022514191886368936,0.0009984946500999571,0.014808497434255783,0.5,2.450e-16,1
random,45.573939735690715,44.120115872428826,1.6866939646697949,0.5,3.266e-16,1
random,0.98991576581739815,-0.32213457398745682,0.21465761187240354,0.5,3.520e-16,1
random,0.0014769949780948817,0.0010912441935491516,0.0031380240436113846,0.5,3.776e-16,1
random,35.035878188187965,-1.468746649192602,73.978009172000455,0.5,3.495e-16,1
random,0.028128684548444138,0.0019151167558865939,0.00075498323559777608,0.5,2.634e-16,1
random,6874.2962203431534,2686.3394742278851,68.970748425054808,0.5,4.377e-16,1
random,0.15456724824058832,0.026905430022156958,0.0062371475908216548,0.5,3.739e-16,1
random,5304.9895900758793,2430.5404545558285,4233.4086957146465,0.5,2.972e-16,1
random,0.028056289403527612,-0.013723183954362847,0.030896445815090576,0.5,1.738e-16,1
random,26.350236611783391,-6.1259627967212955,13.259171055964167,0.5,3.024e-16,1
random,1237.7986655391278,-223.11518664126572,2561.4794868513709,0.5,1.609e-16,1
random,2356.4445551384006,-164.45653452432512,103.05455767395927,0.5,5.989e-16,1
